key,new_vs_harvest,score,red_flag,families,via,title,year,authors,venue,doi,openalex,cited_by,abstract
10.1137/18m1174726,True,1,False,E,forward:10.1109/TIT.2010.2054130,Simple and Tight Device-Independent Security Proofs,2019,Rotem Arnon-Friedman; Renato Renner; Thomas Vidick,SIAM Journal on Computing,10.1137/18m1174726,https://openalex.org/W2494499351,157,"Device-independent security is the gold standard for quantum cryptography: not only is security based entirely on the laws of quantum mechanics, but it holds irrespective of any a priori assumptions on the quantum devices used in a protocol, making it particularly applicable in a quantum-wary environment. While the existence of device-independent protocols for tasks such as randomness expansion and quantum key distribution has recently been established, the underlying proofs of security remain very challenging, yield rather poor key rates, and demand very high quality quantum devices, thus making them all but impossible to implement in practice. We introduce a technique for the analysis of device-independent cryptographic protocols. We provide a flexible protocol and give a security proof that provides quantitative bounds that are asymptotically tight, even in the presence of general quantum adversaries. At a high level our approach amounts to establishing a reduction to the scenario in which the untrusted device operates in an identical and independent way in each round of the protocol. This is achieved by leveraging the sequential nature of the protocol and makes use of a newly developed tool, the “entropy accumulation theorem” of Dupuis, Fawzi, and Renner [ Entropy Accumulation, preprint, 2016]. As concrete applications we give simple and modular security proofs for device-independent quantum key distribution and randomness expansion protocols based on the CHSH inequality. For both tasks, we establish essentially optimal asymptotic key rates and noise tolerance. In view of recent experimental progress, which has culminated in loophole-free Bell tests, it is likely that these protocols can be practically implemented in the near future."
10.1007/s00220-020-03839-5,True,1,False,E,forward:10.1109/TIT.2010.2054130,Entropy Accumulation,2020,Frédéric Dupuis; Omar Fawzi; Renato Renner,Communications in Mathematical Physics,10.1007/s00220-020-03839-5,https://openalex.org/W3037329448,136,"Abstract We ask the question whether entropy accumulates, in the sense that the operationally relevant total uncertainty about an n -partite system $$A = (A_1, \ldots A_n)$$ A = ( A 1 , … A n ) corresponds to the sum of the entropies of its parts $$A_i$$ A i . The Asymptotic Equipartition Property implies that this is indeed the case to first order in n —under the assumption that the parts $$A_i$$ A i are identical and independent of each other. Here we show that entropy accumulation occurs more generally, i.e., without an independence assumption, provided one quantifies the uncertainty about the individual systems $$A_i$$ A i by the von Neumann entropy of suitably chosen conditional states. The analysis of a large system can hence be reduced to the study of its parts. This is relevant for applications. In device-independent cryptography, for instance, the approach yields essentially optimal security bounds valid for general attacks, as shown by Arnon-Friedman et al. (SIAM J Comput 48(1):181–225, 2019)."
10.22331/q-2020-03-26-248,True,1,False,E,forward:10.1109/TIT.2010.2054130,Variational Quantum Fidelity Estimation,2020,Marco Cerezo; Alexander Poremba; Lukasz Cincio; Patrick J. Coles,Quantum,10.22331/q-2020-03-26-248,https://openalex.org/W2951503883,116,"Computing quantum state fidelity will be important to verify and characterize states prepared on a quantum computer. In this work, we propose novel lower and upper bounds for the fidelity F ( ρ , σ ) based on the ``truncated fidelity'' F ( ρ m , σ ) , which is evaluated for a state ρ m obtained by projecting ρ onto its m -largest eigenvalues. Our bounds can be refined, i.e., they tighten monotonically with m . To compute our bounds, we introduce a hybrid quantum-classical algorithm, called Variational Quantum Fidelity Estimation, that involves three steps: (1) variationally diagonalize ρ , (2) compute matrix elements of σ in the eigenbasis of ρ , and (3) combine these matrix elements to compute our bounds. Our algorithm is aimed at the case where σ is arbitrary and ρ is low rank, which we call low-rank fidelity estimation, and we prove that no classical algorithm can efficiently solve this problem under reasonable assumptions. Finally, we demonstrate that our bounds can detect quantum phase transitions and are often tighter than previously known computable bounds for realistic situations."
10.1109/tit.2011.2162226,True,1,False,E,forward:10.1109/TIT.2010.2054130,Noisy Channel Coding via Privacy Amplification and Information Reconciliation,2011,Joseph M. Renes; Renato Renner,IEEE Transactions on Information Theory,10.1109/tit.2011.2162226,https://openalex.org/W2159351168,96,"We show that optimal protocols for noisy channel coding of public or private information over either classical or quantum channels can be directly constructed from two more primitive information-theoretic protocols: privacy amplification and information reconciliation, also known as data compression with side information. We do this in the one-shot scenario of structureless resources, and formulate our results in terms of the smooth min- and max-entropy. In the context of classical information theory, this shows that essentially all two-terminal protocols can be reduced to these two primitives, which are in turn governed by the smooth min- and max-entropies, respectively. In the context of quantum information theory, the recently-established duality of these two protocols means essentially all two-terminal protocols can be constructed using just a single primitive. As an illustration, we show how optimal noisy channel coding protocols can be constructed solely from privacy amplification."
10.1038/ncomms11419,True,1,False,E,forward:10.1109/TIT.2010.2054130,Quantum coding with finite resources,2016,Marco Tomamichel; Mario Berta; Joseph M. Renes,Nature Communications,10.1038/ncomms11419,https://openalex.org/W906791365,77,"The quantum capacity of a memoryless channel determines the maximal rate at which we can communicate reliably over asymptotically many uses of the channel. Here we illustrate that this asymptotic characterization is insufficient in practical scenarios where decoherence severely limits our ability to manipulate large quantum systems in the encoder and decoder. In practical settings, we should instead focus on the optimal trade-off between three parameters: the rate of the code, the size of the quantum devices at the encoder and decoder, and the fidelity of the transmission. We find approximate and exact characterizations of this trade-off for various channels of interest, including dephasing, depolarizing and erasure channels. In each case, the trade-off is parameterized by the capacity and a second channel parameter, the quantum channel dispersion. In the process, we develop several bounds that are valid for general quantum channels and can be computed for small instances."
10.1109/tit.2011.2177589,True,1,False,E,forward:10.1109/TIT.2010.2054130,One-Shot Classical Data Compression With Quantum Side Information and the Distillation of Common Randomness or Secret Keys,2012,Joseph M. Renes; Renato Renner,IEEE Transactions on Information Theory,10.1109/tit.2011.2177589,https://openalex.org/W2037670238,74,"The task of compressing classical information in the one-shot scenario is studied in the setting where the decompressor additionally has access to some given quantum side information. In this hybrid classical-quantum version of the famous Slepian-Wolf problem, the smooth max entropy is found to govern the number of bits into which classical information can be compressed so that it can be reliably recovered from the compressed version and quantum side information. Combining this result with known results on privacy amplification then yields tight bounds on the amount of common randomness and secret key that can be recovered in one shot from hybrid classical-quantum systems using one-way classical communication."
10.1109/tit.2019.2929564,True,1,False,E,forward:10.1109/TIT.2010.2054130,Entropy Accumulation With Improved Second-Order Term,2019,Frederic Dupuis; Omar Fawzi,IEEE Transactions on Information Theory,10.1109/tit.2019.2929564,https://openalex.org/W2805558247,71,"The entropy accumulation theorem states that the smooth min-entropy of an n-partite system A = (A1, ..., An) is lower-bounded by the sum of the von Neumann entropies of suitably chosen conditional states up to corrections that are sublinear in n. This theorem is particularly suited to proving the security of quantum cryptographic protocols, and in particular so-called device-independent protocols for randomness expansion and key distribution, where the devices can be built and preprogrammed by a malicious supplier. However, while the bounds provided by this theorem are optimal in the first order, the second-order term is bounded more crudely, in such a way that the bounds deteriorate significantly when the theorem is applied directly to protocols where parameter estimation is done by sampling a small fraction of the positions, as is done in most QKD protocols. The objective of this paper is to improve this second-order sublinear term and remedy this problem. On the way, we prove various bounds on the divergence variance, which might be of independent interest."
10.1109/sfcs.1996.548464,True,1,False,K,forward:10.1137/S0097539796300933,Fault-tolerant quantum computation,2002,Peter W. Shor,,10.1109/sfcs.1996.548464,https://openalex.org/W2167927798,924,"It has recently been realized that use of the properties of quantum mechanics might speed up certain computations dramatically. Interest in quantum computation has since been growing. One of the main difficulties in realizing quantum computation is that decoherence tends to destroy the information in a superposition of states in a quantum computer making long computations impossible. A further difficulty is that inaccuracies in quantum state transformations throughout the computation accumulate, rendering long computations unreliable. However, these obstacles may not be as formidable as originally believed. For any quantum computation with t gates, we show how to build a polynomial size quantum circuit that tolerates O(1/log/sup c/t) amounts of inaccuracy and decoherence per gate, for some constant c; the previous bound was O(1/t). We do this by showing that operations can be performed on quantum data encoded by quantum error-correcting codes without decoding this data."
10.1137/090745854,True,1,False,K,forward:10.1137/S0097539796300933,Search via Quantum Walk,2011,Frédéric Magniez; Ashwin Nayak; Jérémie Roland; Miklós Sántha,SIAM Journal on Computing,10.1137/090745854,https://openalex.org/W2006096862,300,"We propose a new method for designing quantum search algorithms for finding a “marked” element in the state space of a classical Markov chain. The algorithm is based on a quantum walk à la Szegedy [Quantum speed-up of Markov chain based algorithms, in Proceedings of the 45th IEEE Symposium on Foundations of Computer Science, IEEE Computer Society Press, 2004, pp. 32–41] that is defined in terms of the Markov chain. The main new idea is to apply quantum phase estimation to the quantum walk in order to implement an approximate reflection operator. This operator is then used in an amplitude amplification scheme. As a result we considerably expand the scope of the previous approaches of Ambainis [Quantum walk algorithm for Element Distinctness, in Proceedings of the 45th IEEE Symposium on Foundations of Computer Science, IEEE Computer Society Press, 2004, pp. 22–31] and Szegedy (2004). Our algorithm combines the benefits of these approaches in terms of being able to find marked elements, incurring the smaller cost of the two, and being applicable to a larger class of Markov chains. In addition, it is conceptually simple and avoids some technical difficulties in the previous analyses of several algorithms based on quantum walk."
10.1103/physrevd.26.1862,True,1,False,J,forward:10.1063/1.523304,Environment-induced superselection rules,1982,Wojciech H. Zurek,"Physical review. D. Particles, fields, gravitation, and cosmology/Physical review. D. Particles and fields",10.1103/physrevd.26.1862,https://openalex.org/W2089610453,1438,"We show how the correlations of a quantum system with other quantum systems may cause one of its observables to behave in a classical manner. In particular, ""reduction of the wave packet,"" postulated by von Neumann to explain definiteness of an outcome of an individual observation, can be explained when a realistic model of an apparatus is adopted. Instead of an isolated quantum apparatus with a number of states equal to the number of possible distinct outcomes of the measurement, discussed by von Neumann, we consider an apparatus interacting with other physical systems, described here summarily as ""environment."" The interaction of the quantum apparatus with the environment results in correlations. Correlations impose effective superselection rules which prevent apparatus from appearing in a superposition of states corresponding to different eigenvalues of the privileged pointer observable. It is the propagation of the correlations with the pointer basis states which is ultimately responsible for the choice of the pointer observable. It can be thought of as a process of amplification in which the state of many distinct physical systems becomes correlated with the pointer basis state. Whether these environment systems are regarded as a part of the apparatus setup, or as a part of its environment is irrelevant. What is crucial is the redundancy of the record concerning the pointer observable which is imprinted into the correlations. Eigenspaces of the pointer observable provide a natural basis for the pointer of the quantum apparatus and determine the to-be-measured observable of the quantum system. Decay of those elements of the apparatus-system density matrix, which are off-diagonal in the pointer observable, is caused by the natural evolution of the combined system-apparatus-environment object. For a hypothetical finite environment with $N$ distinct eigenvalues of the apparatus-environment interaction Hamiltonian, off-diagonal terms will decay to become of the orde"
10.1103/physreva.41.2295,True,1,False,J,forward:10.1063/1.523304,Quantum Zeno effect,1990,Wayne M. Itano; D. J. Heinzen; J. J. Bollinger; D. J. Wineland,Physical Review A,10.1103/physreva.41.2295,https://openalex.org/W2012595974,1168,"The quantum Zero effect is the inhibition of transitions between quantum states by frequent measurements of the state. The inhibition arises because the measurement causes a collapse (reduction) of the wave function. If the time between measurements is short enough, the wave function usually collapses back to the initial state. We have observed this effect in an rf transition between two $^{9}$${\mathrm{Be}}^{+}$ ground-state hyperfine levels. The ions were confined in a Penning trap and laser cooled. Short pulses of light, applied at the same time as the rf field, made the measurements. If an ion was in one state, it scattered a few photons; if it was in the other, it scattered no photons. In the latter case the wave-function collapse was due to a null measurement. Good agreement was found with calculations."
10.1002/lpor.200810055,True,1,False,J,forward:10.1063/1.523304,Quantum‐optical analogies using photonic structures,2008,Stefano Longhi,Laser & Photonics Review,10.1002/lpor.200810055,https://openalex.org/W2065499715,722,"Abstract Engineered photonic waveguides have provided in the past decade an extremely rich laboratory tool to visualize with optical waves the classic analogues of a wide variety of coherent quantum phenomena encountered in atomic, molecular or condensed‐matter physics. As compared to quantum systems, optics offers the rather unique advantage of a direct mapping of the wave function evolution in coordinate space by simple fluorescence imaging or scanning tunneling optical microscopy techniques. In this contribution recent theoretical and experimental advances in the field of quantum‐optical analogies are reviewed. Special attention is devoted to some relevant optical analogies based on the use of curved photonic structures, including: coherent destruction of tunneling in driven bistable potentials; coherent population transfer and adiabatic passage in laser‐driven multilevel atomic systems; quantum decay control and Zeno dynamics; electronic Bloch oscillations and Zener tunneling, Anderson localization and dynamic localization in crystalline potentials."
10.1016/j.physrep.2006.09.003,True,1,False,J,forward:10.1063/1.523304,Dynamics of Loschmidt echoes and fidelity decay,2006,T. Gorin; Tomaž Prosen; T. H. Seligman; Marko Žnidarič,Physics Reports,10.1016/j.physrep.2006.09.003,https://openalex.org/W2032873922,631,
10.1103/physrevlett.89.080401,True,1,False,J,forward:10.1063/1.523304,Quantum Zeno Subspaces,2002,Paolo Facchi; Saverio Pascazio,Physical Review Letters,10.1103/physrevlett.89.080401,https://openalex.org/W1997165286,554,The quantum Zeno effect is recast in terms of an adiabatic theorem when the measurement is described as the dynamical coupling to another quantum system that plays the role of apparatus. A few significant examples are proposed and their practical relevance discussed. We also focus on decoherence-free subspaces.
10.1103/physrevlett.85.1762,True,1,False,J,forward:10.1063/1.523304,Quantum Computing Using Dissipation to Remain in a Decoherence-Free Subspace,2000,Almut Beige; Daniel Braun; Ben Tregenna; P. L. Knight,Physical Review Letters,10.1103/physrevlett.85.1762,https://openalex.org/W2094146919,513,We propose a new approach to the implementation of quantum gates in which decoherence during the gate operations is strongly reduced. This is achieved by making use of an environment induced quantum Zeno effect that confines the dynamics effectively to a decoherence-free subspace.
10.1103/physrevlett.87.040402,True,1,False,J,forward:10.1063/1.523304,Observation of the Quantum Zeno and Anti-Zeno Effects in an Unstable System,2001,Martin C. Fischer; Braulio Gutiérrez–Medina; M. G. Raizen,Physical Review Letters,10.1103/physrevlett.87.040402,https://openalex.org/W2963501482,451,"We report the first observation of the quantum Zeno and anti-Zeno effects in an unstable system. Cold sodium atoms are trapped in a far-detuned standing wave of light that is accelerated for a controlled duration. For a large acceleration the atoms can escape the trapping potential via tunneling. Initially the number of trapped atoms shows strong nonexponential decay features, evolving into the characteristic exponential decay behavior. We repeatedly measure the number of atoms remaining trapped during the initial period of nonexponential decay. Depending on the frequency of measurements we observe a decay that is suppressed or enhanced as compared to the unperturbed system."
10.1103/physrevb.56.15215,True,1,False,J,forward:10.1063/1.523304,Measurements with a noninvasive detector and dephasing mechanism,1997,S. A. Gurvitz,"Physical review. B, Condensed matter",10.1103/physrevb.56.15215,https://openalex.org/W2065175659,353,"We study the dynamics of the measurement process in quantum-dot systems, where a particular state out of coherent superposition is observed. The ballistic point contact placed near one of the dots is taken as a noninvasive detector. We demonstrate that the measurement process is fully described by the Bloch-type equations applied to the whole system. These equations clearly reproduce the collapse of the density matrix into the statistical mixture in the course of the measurement process. The corresponding dephasing width is uniquely defined. We show that the continuous observation of one of the states in a coherent superposition may accelerate decay from this state---in contradiction with rapidly repeated observations, which slow down the transitions between quantum states (the quantum Zeno effect)."
10.1103/physrevd.16.520,True,1,False,J,forward:10.1063/1.523304,Time evolution of unstable quantum states and a resolution of Zeno's paradox,1977,Charles B. Chiu; E. C. G. Sudarshan; B. Misra,"Physical review. D. Particles, fields, gravitation, and cosmology/Physical review. D. Particles and fields",10.1103/physrevd.16.520,https://openalex.org/W2082643168,351,"The time evolution of quantum states for unstable particles can be conveniently divided into three domains: the very short time where Zeno's paradox is relevant, the intermediate interval where the exponential decay holds more or less, and the very long time where the decay is governed by a power law. In this work, we reexamine several questions relating to the deviations from the simple exponential decay law. On the basis of general considerations, we demonstrate that deviations from exponential decay near $t=0$ are inevitable. We formulate general resonance models for the decay. From analytic solutions to specific narrow-width models, we estimate the time parameters ${T}_{1}$ and ${T}_{2}$ separating the three domains. The parameter ${T}_{1}$ is found to be much much less than the lifetime ${\ensuremath{\Gamma}}^{\ensuremath{-}1}$, while ${T}_{2}$ is much greater than the lifetime. For instance, for the charged pion decay, ${T}_{1}\ensuremath{\sim}\frac{{10}^{\ensuremath{-}14}}{\ensuremath{\Gamma}}$ and ${T}_{2}\ensuremath{\sim}\frac{190}{\ensuremath{\Gamma}}$. A resolution of Zeno's paradox provided by the present consideration and its limitaions are discussed."
10.1103/physreva.69.032314,True,1,False,J,forward:10.1063/1.523304,Unification of dynamical decoupling and the quantum Zeno effect,2004,Paolo Facchi; Daniel A. Lidar; Saverio Pascazio,Physical Review A,10.1103/physreva.69.032314,https://openalex.org/W1971765097,348,"We unify the quantum Zeno effect (QZE) and the ``bang-bang'' (BB) decoupling method for suppressing decoherence in open quantum systems: in both cases strong coupling to an external system or apparatus induces a dynamical superselection rule that partitions the open system's Hilbert space into quantum Zeno subspaces. Our unification makes use of von Neumann' s ergodic theorem and avoids making any of the symmetry assumptions usually made in discussions of BB. Thus we are able to generalize the BB to arbitrary fast and strong pulse sequences, requiring no symmetry, and to show the existence of two alternatives to a pulsed BB: continuous decoupling and pulsed measurements. Our unified treatment enables us to derive limits on the efficacy of the BB method: we explicitly show that the inverse QZE implies that the BB can in some cases accelerate, rather than inhibit, decoherence."
10.1103/physrevlett.86.2699,True,1,False,J,forward:10.1063/1.523304,From the Quantum Zeno to the Inverse Quantum Zeno Effect,2001,Paolo Facchi; Hiromichi Nakazato; Saverio Pascazio,Physical Review Letters,10.1103/physrevlett.86.2699,https://openalex.org/W2047724184,336,"The temporal evolution of an unstable quantum mechanical system undergoing repeated measurements is investigated. In general, by changing the time interval between successive measurements, the decay can be accelerated (inverse quantum Zeno effect) or slowed down (quantum Zeno effect), depending on the features of the interaction Hamiltonian. A geometric criterion is proposed for a transition to occur between these two regimes."
10.1103/physrevlett.110.035302,True,1,False,J,forward:10.1063/1.523304,Controlling the Dynamics of an Open Many-Body Quantum System with Localized Dissipation,2013,Giovanni Barontini; Ralf Labouvie; Felix Stubenrauch; Andreas Vogler; Vera Guarrera; Herwig Ott,Physical Review Letters,10.1103/physrevlett.110.035302,https://openalex.org/W2072467230,327,"We experimentally investigate the action of a localized dissipative potential on a macroscopic matter wave, which we implement by shining an electron beam on an atomic Bose-Einstein condensate (BEC). We measure the losses induced by the dissipative potential as a function of the dissipation strength observing a paradoxical behavior when the strength of the dissipation exceeds a critical limit: for an increase of the dissipation rate the number of atoms lost from the BEC becomes lower. We repeat the experiment for different parameters of the electron beam and we compare our results with a simple theoretical model, finding excellent agreement. By monitoring the dynamics induced by the dissipative defect we identify the mechanisms which are responsible for the observed paradoxical behavior. We finally demonstrate the link between our dissipative dynamics and the measurement of the density distribution of the BEC allowing for a generalized definition of the Zeno effect. Because of the high degree of control on every parameter, our system is a promising candidate for the engineering of fully governable open quantum systems."
10.1103/physrevb.60.5737,True,1,False,J,forward:10.1063/1.523304,Continuous quantum measurement of a double dot,1999,Alexander N. Korotkov,"Physical review. B, Condensed matter",10.1103/physrevb.60.5737,https://openalex.org/W1986264363,306,"We consider the continuous measurement of a double quantum dot by a weakly coupled detector (tunnel point contact nearby). While the conventional approach describes the gradual system decoherence due to the measurement, we study the situation when the detector output is explicitly recorded that leads to the opposite effect: gradual purification of the double-dot density matrix. The nonlinear Langevin equation is derived for the random evolution of the density matrix which is reflected and caused by the stochastic detector output. Gradual collapse, gradual purification, and the quantum Zeno effect are naturally described by the equation. We also discuss the possible experiments to confirm the theory."
10.1143/ptp.105.409,True,1,False,M,backward:10.1103/PhysRevB.73.094423,Two-Dimensional Tensor Product Variational Formulation,2001,T. Nishino; Y. Hieida; K. Okunishi; N. Maeshima; Y. Akutsu; A. Gendiar,Progress of Theoretical Physics,10.1143/ptp.105.409,https://openalex.org/W2038811478,157,"We propose a numerical self-consistent method for 3D classical lattice models, which optimizes the variational state written as a two-dimensional product of tensors. The variational partition function is calculated using the corner transfer matrix renormalization group (CTMRG), which is a variant of the density matrix renormalization group (DMRG). The numerical efficiency of the method is exemplified in its application to the 3D Ising model."
1twodimensionaltensorproductvariationalformulation,True,1,False,M,backward:10.1103/PhysRevB.73.094423,1Two-Dimensional Tensor Product Variational Formulation,2000,Tomotoshi Nishino; Yasuhiro Hieida; Kouichi Okunishi; Yasuhiro Akutsu; Andrej Gendiar,,,https://openalex.org/W3106254243,61,"We propose a numerical self-consistent method for 3D classical lattice models, which optimizes the variational state written as two-dimensional product of tensors. The variational partition function is calculated by the corner transfer matrix renormalization group (CTMRG), which is a variant of the density matrix renormalization group (DMRG). Numerical efficiency of the method is observed via its application to the 3D Ising model. Variational states represented as products of local tensols have been used widely for calculating the ground-state energy in one-dimensional (1D) quantum systems and the free energy in two-dimensional (2D) classical statistical systems. In 1941 Kramers and Wannier calculated a lower bound of the partition function of the 2D"
10.1103/physrevlett.107.210404,True,1,False,M,forward:10.1103/PhysRevB.73.094423,Practical Characterization of Quantum Devices without Tomography,2011,Marcus P. da Silva; Olivier Landon-Cardinal; David Poulin,Physical Review Letters,10.1103/physrevlett.107.210404,https://openalex.org/W2072878982,327,"Quantum tomography is the main method used to assess the quality of quantum information processing devices. However, the amount of resources needed for quantum tomography is exponential in the device size. Part of the problem is that tomography generates much more information than is usually sought. Taking a more targeted approach, we develop schemes that enable (i) estimating the fidelity of an experiment to a theoretical ideal description, (ii) learning which description within a reduced subset best matches the experimental data. Both these approaches yield a significant reduction in resources compared to tomography. In particular, we demonstrate that fidelity can be estimated from a number of simple experiments that is independent of the system size, removing an important roadblock for the experimental study of larger quantum information processing units."
10.1103/physrevx.8.011006,True,1,False,M,forward:10.1103/PhysRevB.73.094423,"Neural-Network Quantum States, String-Bond States, and Chiral Topological States",2018,Ivan Glasser; Nicola Pancotti; Moritz August; Ivan D. Rodriguez; J. Ignacio Cirac,Physical Review X,10.1103/physrevx.8.011006,https://openalex.org/W2762549329,212,"Two tools show great promise in approximating low-temperature, condensed-matter systems: Tensor-network states and artificial neural networks. A new analysis builds a bridge between these techniques, opening the way to a host of powerful approaches to understanding complex quantum systems."
10.1007/s10817-017-9440-6,True,1,False,H,backward:10.1145/3372885.3373824,The Role of the Mizar Mathematical Library for Interactive Proof Development in Mizar,2017,Grzegorz Bancerek; Czesław Byliński; Adam Grabowski; Artur Korniłowicz; Roman Matuszewski; Adam Naumowicz,Journal of Automated Reasoning,10.1007/s10817-017-9440-6,https://openalex.org/W2770430340,204,"The Mizar system is one of the pioneering systems aimed at supporting mathematical proof development on a computer that have laid the groundwork for and eventually have evolved into modern interactive proof assistants. We claim that an important milestone in the development of these systems was the creation of organized libraries accumulating all previously available formalized knowledge in such a way that new works could effectively re-use all previously collected notions. In the case of Mizar, the turning point of its development was the decision to start building the Mizar Mathematical Library as a centrally-managed knowledge base maintained together with the formalization language and the verification system. In this paper we show the process of forming this library, the evolution of its design principles, and also present some data showing its current use with the modern version of the Mizar proof checker, but also as a rich corpus of semantically linked mathematical data in various areas including web-based and natural language proof presentation, maths education, and machine learning based automated theorem proving."
10.1007/s00006-021-01164-1,True,1,False,H,forward:10.1145/3372885.3373824,Formalizing Geometric Algebra in Lean,2022,Eric Wieser; Utensil Song,Advances in Applied Clifford Algebras,10.1007/s00006-021-01164-1,https://openalex.org/W3201709688,5,"Abstract This paper explores formalizing Geometric (or Clifford) algebras into the Lean 3 theorem prover, building upon the substantial body of work that is the Lean mathematics library, . As we use Lean source code to demonstrate many of our ideas, we include a brief introduction to the Lean language targeted at a reader with no prior experience with Lean or theorem provers in general. We formalize the multivectors as the quotient of the tensor algebra by a suitable relation, which provides the ring structure automatically, then go on to establish the universal property of the Clifford algebra. We show that this is quite different to the approach taken by existing formalizations of Geometric algebra in other theorem provers; most notably, our approach does not require a choice of basis. We go on to show how operations and structure such as involutions, versors, and the $$\mathbb {Z}_2$$ Z 2 -grading can be defined using the universal property alone, and how to recover an induction principle from the universal property suitable for proving statements about these definitions. We outline the steps needed to formalize the wedge product and $$\mathbb {N}$$ N -grading, and some of the gaps in that currently make this challenging."
10.1007/bf02310791,True,0,False,A,backward:10.1137/090764189,Analysis of Individual Differences in Multidimensional Scaling Via an N-way Generalization of “Eckart-Young” Decomposition,1970,J. Douglas Carroll; Jih-Jie Chang,Psychometrika,10.1007/bf02310791,https://openalex.org/W2000215628,4755,"An individual differences model for multidimensional scaling is outlined in which individuals are assumed differentially to weight the several dimensions of a common “psychological space”. A corresponding method of analyzing similarities data is proposed, involving a generalization of “Eckart-Young analysis” to decomposition of three-way (or higher-way) tables. In the present case this decomposition is applied to a derived three-way table of scalar products between stimuli for individuals. This analysis yields a stimulus by dimensions coordinate matrix and a subjects by dimensions matrix of weights. This method is illustrated with data on auditory stimuli and on perception of nations."
10.1063/1.1580111,True,0,False,A,backward:10.1137/090764189;backward:10.1137/22M1473790,Multilayer formulation of the multiconfiguration time-dependent Hartree theory,2003,Haobin Wang; Michael Thoss,The Journal of Chemical Physics,10.1063/1.1580111,https://openalex.org/W2008931657,946,"A multilayer (ML) formulation of the multiconfiguration time-dependent Hartree (MCTDH) theory is presented. In this new approach, the single-particle (SP) functions in the original MCTDH method are further expressed employing a time-dependent multiconfigurational expansion. The Dirac–Frenkel variational principle is then applied to optimally determine the equations of motion. Following this strategy, the SP groups are built in several layers, where each top layer SP can contain many more Cartesian degrees of freedom than in the previous formulation of the MCTDH method. As a result, the ML-MCTDH method has the capability of treating substantially more physical degrees of freedom than the original MCTDH method, and thus significantly enhances the ability of carrying out quantum dynamical simulations for complex molecular systems. The efficiency of the new formulation is demonstrated by converged quantum dynamical simulations for systems with a few hundred to a thousand degrees of freedom."
10.1073/pnas.112329799,True,0,False,A,backward:10.1137/090764189,Numerical operator calculus in higher dimensions,2002,Gregory Beylkin; Martin J. Mohlenkamp,Proceedings of the National Academy of Sciences,10.1073/pnas.112329799,https://openalex.org/W1980428773,304,"When an algorithm in dimension one is extended to dimension d, in nearly every case its computational cost is taken to the power d. This fundamental difficulty is the single greatest impediment to solving many important problems and has been dubbed the curse of dimensionality. For numerical analysis in dimension d, we propose to use a representation for vectors and matrices that generalizes separation of variables while allowing controlled accuracy. Basic linear algebra operations can be performed in this representation using one-dimensional operations, thus bypassing the exponential scaling with respect to the dimension. Although not all operators and algorithms may be compatible with this representation, we believe that many of the most important ones are. We prove that the multiparticle Schrödinger operator, as well as the inverse Laplacian, can be represented very efficiently in this form. We give numerical evidence to support the conjecture that eigenfunctions inherit this property by computing the ground-state eigenfunction for a simplified Schrödinger operator with 30 particles. We conjecture and provide numerical evidence that functions of operators inherit this property, in which case numerical operator calculus in higher dimensions becomes feasible."
10.1137/06065577,True,0,False,A,backward:10.1137/090764189,Enhanced Line Search: A Novel Method to Accelerate PARAFAC,2008,Myriam Rajih; Pierre Comon; Richard A. Harshman,SIAM Journal on Matrix Analysis and Applications,10.1137/06065577,https://openalex.org/W2044777402,221,"Several modifications have been proposed to speed up the alternating least squares (ALS) method of fitting the PARAFAC model. The most widely used is line search, which extrapolates from linear trends in the parameter changes over prior iterations to estimate the parameter values that would be obtained after many additional ALS iterations. We propose some extensions of this approach that incorporate a more sophisticated extrapolation, using information on nonlinear trends in the parameters and changing all the parameter sets simultaneously. The new method, called “enhanced line search (ELS),” can be implemented at different levels of complexity, depending on how many different extrapolation parameters (for different modes) are jointly optimized during each iteration. We report some tests of the simplest parameter version, using simulated data. The performance of this lowest-level of ELS depends on the nature of the convergence difficulty. It significantly outperforms standard LS when there is a “convergence bottleneck,” a situation where some modes have almost collinear factors but others do not, but is somewhat less effective in classic “swamp” situations where factors are highly collinear in all modes. This is illustrated by examples. To demonstrate how ELS can be adapted to different N-way decompositions, we also apply it to a four-way array to perform a blind identification of an under-determined mixture (UDM). Since analysis of this dataset happens to involve a serious convergence “bottleneck” (collinear factors in two of the four modes), it provides another example of a situation in which ELS dramatically outperforms standard line search."
10.1007/s00780-010-0134-8,True,0,False,A,backward:10.1137/090764189,Dual pricing of multi-exercise options under volume constraints,2010,Christian Bender,Finance and Stochastics,10.1007/s00780-010-0134-8,https://openalex.org/W1972337987,108,
10.1137/080719248,True,0,False,A,backward:10.1137/090764189,The Easy Path Wavelet Transform: A New Adaptive Wavelet Transform for Sparse Representation of Two-Dimensional Data,2009,Gerlind Plonka,Multiscale Modeling and Simulation,10.1137/080719248,https://openalex.org/W2083484777,96,"We introduce a new locally adaptive wavelet transform, called easy path wavelet transform (EPWT), that works along pathways through the array of function values and exploits the local correlations of the data in a simple appropriate manner. The usual discrete orthogonal and biorthogonal wavelet transform can be formulated in this approach. The EPWT can be incorporated into a multiresolution analysis structure and generates data dependent scaling spaces and wavelet spaces. Numerical results show the enormous efficiency of the EPWT for representation of two-dimensional data."
