key,threat,claims,reason,level2
10.1109/jsac.2015.2391531,0,,[title] unrelated to H1-H4,no
10.48550/arxiv.1808.01707,2,H3,[abs] Unified water-filling variants incl. bounded (capped) levels; H3 technique only,no
10.48550/arxiv.2211.16581,0,,[title] unrelated to H1-H4,no
10.1038/s41524-023-01034-3,0,,[title] unrelated to H1-H4,no
10.1145/2788396,0,,[title] unrelated to H1-H4,no
10.1145/3360546,0,,[title] unrelated to H1-H4,no
10.1109/ojcoms.2022.3195219,0,,[title] unrelated to H1-H4,no
10.1016/j.cirp.2018.05.009,0,,[title] unrelated to H1-H4,no
10.1109/tac.2017.2672902,0,,[title] unrelated to H1-H4,no
10.1109/tsp.2004.826164,0,,[title] unrelated to H1-H4,no
10.1109/tsp.2003.815387,0,,[title] unrelated to H1-H4,no
10.1109/tit.2012.2191700,0,,[title] unrelated to H1-H4,no
10.1109/twc.2012.060412.111829,0,,[title] unrelated to H1-H4,no
10.1109/lcomm.2017.2723890,0,,[title] unrelated to H1-H4,no
10.1109/comst.2016.2618870,0,,[title] unrelated to H1-H4,no
10.1109/tie.2016.2532842,0,,[title] unrelated to H1-H4,no
10.1109/jsac.2011.110613,0,,[title] unrelated to H1-H4,no
10.1109/tsp.2009.2032039,0,,[title] unrelated to H1-H4,no
10.1109/jstsp.2010.2052784,0,,[title] unrelated to H1-H4,no
10.1109/twc.2014.2371465,0,,[title] unrelated to H1-H4,no
10.1109/tsp.2020.2973488,2,H3,[abs] Unified water-filling variants incl. bounded (capped) levels; H3 technique only,no
10.1109/tii.2017.2671923,0,,[title] unrelated to H1-H4,no
10.1109/tsp.2017.2762286,0,,[title] unrelated to H1-H4,no
10.1109/icassp.2019.8683655,0,,[title] unrelated to H1-H4,no
10.1109/msp.2009.933446,0,,[title] unrelated to H1-H4,no
10.1109/tvt.2009.2029438,0,,[title] unrelated to H1-H4,no
10.1109/jsac.2019.2947926,0,,[title] unrelated to H1-H4,no
10.1038/s41534-023-00703-x,0,,[title] unrelated to H1-H4,no
10.1109/infocom53939.2023.10228915,0,,[title] unrelated to H1-H4,no
10.1023/a:1018910412112,2,H1;H4,"[abs] Minkowski products of complex sets, boundary via logarithmic Gauss map; no box-constrained arcs or |1-z| objective",no
10.5555/1281920.1281948,0,,[title] unrelated to H1-H4,no
10.1007/bf03323019,0,,[title] unrelated to H1-H4,no
10.7153/oam-10-53,2,H1,"[abs] Minkowski products of convex complex sets and product numerical range; heterogeneous factors, no error functional",no
10.1007/s10444-019-09687-9,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1038/s42254-021-00348-9,0,,[title] unrelated to H1-H4,no
10.1039/d2cs00203e,0,,[title] unrelated to H1-H4 [seen_in_round1],no
10.1038/s41524-019-0221-0,0,,[title] unrelated to H1-H4 [seen_in_round1],no
10.1016/j.media.2017.07.005,0,,[title] unrelated to H1-H4 [seen_in_round1],no
10.1103/physrevx.11.011020,0,,[title] unrelated to H1-H4 [seen_in_round1],no
tketaretargetablecompilerfornisqdevices,0,,[title] unrelated to H1-H4,no
10.1103/physrevx.8.011044,0,,[title] unrelated to H1-H4 [seen_in_round1],no
10.1214/aos/1176347963,0,,[title] unrelated to H1-H4 [seen_in_round1],no
10.1016/j.cpc.2021.108171,0,,[title] unrelated to H1-H4 [seen_in_round1],no
10.1016/j.jmaa.2020.124211,3,H4;H1,[abs] Tightness of heterogeneous two-factor composition constant via Minkowski product of two different disks (Cartesian oval); heterogeneous sharpness for n=2 in a different functional [seen_in_round1],yes
10.1088/0034-4885/70/6/r03,0,,[title] unrelated to H1-H4 [seen_in_round1],no
10.1086/382125,0,,[title] unrelated to H1-H4,no
10.1016/j.physrep.2020.07.006,0,,[title] unrelated to H1-H4,no
10.48550/arxiv.2012.07436,0,,[title] unrelated to H1-H4,no
10.1017/s0962492924000023,0,,[title] unrelated to H1-H4 [seen_in_round1],no
10.18653/v1/2021.acl-long.418,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1090/mcom/3885,0,,[title] unrelated to H1-H4,no
10.1007/s11633-022-1340-5,0,,[title] unrelated to H1-H4,no
10.1088/1367-2630/aa65bc,0,,[title] unrelated to H1-H4,no
10.1103/prxquantum.5.037001,0,,[title] unrelated to H1-H4,no
10.1093/gji/ggw084,0,,[title] unrelated to H1-H4 [seen_in_round1],no
10.3390/rs13112232,0,,[title] unrelated to H1-H4,no
10.1093/gji/ggae131,0,,[title] unrelated to H1-H4,no
algorithmesparalllespourlesdcompositionsdestenseurs,0,,[title] unrelated to H1-H4,no
10.1017/9781009180412.003,0,,[title] unrelated to H1-H4,no
10.1109/jproc.2021.3060483,0,,[title] unrelated to H1-H4 [seen_in_round1],no
10.1109/access.2019.2945545,0,,[title] unrelated to H1-H4,no
10.1613/jair.1.11674,0,,[title] unrelated to H1-H4,no
10.1038/s43586-022-00121-x,0,,[title] unrelated to H1-H4,no
10.48550/arxiv.1512.07108,0,,[title] unrelated to H1-H4,no
10.1109/tnnls.2021.3070843,0,,[title] unrelated to H1-H4,no
10.1007/s10462-023-10466-8,0,,[title] unrelated to H1-H4,no
10.1145/3743128,0,,[title] unrelated to H1-H4,no
10.1613/jair.4992,0,,[title] unrelated to H1-H4,no
10.1353/lan.2019.0009,0,,[title] unrelated to H1-H4,no
10.1007/s11831-023-09899-9,0,,[title] unrelated to H1-H4,no
10.1103/physrevresearch.2.023068,0,,[title] unrelated to H1-H4,no
10.3390/info10040122,0,,[title] unrelated to H1-H4,no
10.1007/b72010,0,,[title] unrelated to H1-H4,no
10.3390/e22040446,0,,[title] unrelated to H1-H4,no
10.1007/s11831-023-10009-y,0,,[title] unrelated to H1-H4,no
10.1063/5.0006002,0,,[title] unrelated to H1-H4,no
10.1016/j.patcog.2017.10.009,0,,[title] unrelated to H1-H4,no
10.48550/arxiv.1908.08351,0,,[title] unrelated to H1-H4,no
10.2136/vzj2015.09.0131,0,,[title] unrelated to H1-H4,no
10.48550/arxiv.2302.09149,0,,[title] unrelated to H1-H4,no
10.1063/5.0005188,0,,[title] unrelated to H1-H4,no
10.1016/j.xcrp.2021.100359,0,,[title] unrelated to H1-H4,no
10.23919/jsee.2023.000080,0,,[title] unrelated to H1-H4,no
10.1016/j.sysarc.2024.103114,0,,[title] unrelated to H1-H4,no
10.1109/access.2024.3382189,0,,[title] unrelated to H1-H4,no
10.1016/j.sysarc.2023.102990,0,,[title] unrelated to H1-H4,no
10.1561/9781638280514,0,,[title] unrelated to H1-H4,no
10.4230/lipics.giscience.2025.3,0,,[title] unrelated to H1-H4,no
autonomiccorenetworkmanagementsystem,0,,[title] unrelated to H1-H4,no
10.1145/3746709.3746773,0,,[title] unrelated to H1-H4,no
10.1128/msystems.01001-23,0,,[title] unrelated to H1-H4,no
10.1007/s10444-024-10175-y,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1109/comst.2020.2970550,0,,[title] unrelated to H1-H4,no
10.1007/s11704-026-60308-3,0,,[title] unrelated to H1-H4,no
10.1145/1015706.1015817,0,,[title] unrelated to H1-H4,no
10.1186/s13174-018-0087-2,0,,[title] unrelated to H1-H4 [seen_in_round1],no
10.1016/s1474-4422(22)00309-x,0,,[title] unrelated to H1-H4,no
10.28945/479,0,,[title] unrelated to H1-H4,no
10.22331/q-2024-03-14-1287,0,,[title] unrelated to H1-H4,no
10.48550/arxiv.2109.01051,0,,[title] unrelated to H1-H4,no
10.1007/s10489-024-05747-w,0,,[title] unrelated to H1-H4,no
10.1186/s40537-021-00444-8,0,,[title] unrelated to H1-H4 [seen_in_round1],no
10.1186/s40537-019-0192-5,0,,[title] unrelated to H1-H4,no
10.1016/j.neuroimage.2013.04.087,0,,[title] unrelated to H1-H4,no
10.1109/tmi.2013.2265603,0,,[title] unrelated to H1-H4,no
10.1613/jair.2934,0,,[title] unrelated to H1-H4 [seen_in_round1],no
10.1103/revmodphys.81.1773,0,,[title] unrelated to H1-H4,no
10.1186/s40537-021-00516-9,0,,[title] unrelated to H1-H4,no
10.1038/s41580-021-00407-0,0,,[title] unrelated to H1-H4,no
10.48550/arxiv.1505.04406,0,,[title] unrelated to H1-H4,no
10.1016/j.inffus.2021.05.008,0,,[title] unrelated to H1-H4 [seen_in_round1],no
10.1186/s40537-020-0285-1,0,,[title] unrelated to H1-H4,no
10.1007/s11263-020-01359-2,0,,[title] unrelated to H1-H4,no
10.1007/s11548-014-1118-5,0,,[title] unrelated to H1-H4,no
10.1007/s11042-023-17192-x,0,,[title] unrelated to H1-H4,no
10.1145/3637841,0,,[title] unrelated to H1-H4,no
10.1109/tetc.2023.3346944,0,,[title] unrelated to H1-H4,no
10.1109/jproc.2022.3226481,0,,[title] unrelated to H1-H4,no
10.48550/arxiv.2402.09748,0,,[title] unrelated to H1-H4,no
10.48550/arxiv.2102.00554,0,,[title] unrelated to H1-H4 [seen_in_round1],no
10.1007/s11704-024-40663-9,0,,[title] unrelated to H1-H4,no
10.1029/eo056i011p00838,0,,[title] unrelated to H1-H4,no
10.48550/arxiv.2501.00365,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1007/s40747-025-02019-z,0,,[title] unrelated to H1-H4,no
10.1103/physrevlett.93.207204,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated [seen_in_round1]",no
10.1088/1742-5468/2007/10/p10014,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1103/physrevlett.100.030504,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated [seen_in_round1]",no
10.1103/physrevx.8.031012,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated [seen_in_round1]",no
10.1038/ncomms1147,0,,[title] unrelated to H1-H4,no
10.21468/scipostphyslectnotes.7,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1088/1367-2630/8/12/305,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1038/ncomms5213,0,,[title] unrelated to H1-H4,no
10.1103/physrevlett.133.010601,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated [seen_in_round1]",no
10.1088/2058-9565/ab4eb5,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1103/revmodphys.94.015004,0,,[title] unrelated to H1-H4 [seen_in_round1],no
10.1038/s41586-022-04940-6,0,,[title] unrelated to H1-H4,no
10.22331/q-2019-09-02-181,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1016/j.physrep.2022.08.003,0,,[title] unrelated to H1-H4 [seen_in_round1],no
continuousvariablequantumneuralnetworks,0,,[title] unrelated to H1-H4,no
10.1103/physrevresearch.1.033063,0,,[title] unrelated to H1-H4,no
10.1103/prxquantum.4.027001,0,,[title] unrelated to H1-H4,no
10.1038/s43588-022-00311-3,0,,[title] unrelated to H1-H4,no
10.1140/epjd/e2015-60464-1,0,,[title] unrelated to H1-H4 [seen_in_round1],no
10.1103/physrevx.8.031022,0,,[title] unrelated to H1-H4,no
10.1038/s41467-022-32550-3,0,,[title] unrelated to H1-H4,no
10.1103/prxquantum.2.010342,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1103/physreve.82.036702,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated [seen_in_round1]",no
10.5287/ora-aekrx2qq0,0,,[title] unrelated to H1-H4,no
10.18725/oparu-3293,0,,[title] unrelated to H1-H4,no
10.53846/goediss-8867,0,,[title] unrelated to H1-H4 [seen_in_round1],no
10.48550/arxiv.2308.10796,0,,[title] unrelated to H1-H4,no
10.5282/edoc.20329,0,,[title] unrelated to H1-H4,no
10.48550/arxiv.2410.00973,0,,[title] unrelated to H1-H4,no
10.1038/s41586-024-08449-y,0,,[title] unrelated to H1-H4,no
10.1038/s41534-017-0038-y,0,,[title] unrelated to H1-H4 [seen_in_round1],no
10.1103/physrevx.10.021067,0,,[title] unrelated to H1-H4,no
10.1088/2515-7647/ac1ef4,0,,[title] unrelated to H1-H4,no
10.1103/physreva.100.010302,0,,[title] unrelated to H1-H4,no
10.1140/epjqt/s40507-022-00138-x,0,,[title] unrelated to H1-H4,no
10.1038/s41534-017-0018-2,0,,[title] unrelated to H1-H4,no
10.1103/physrevx.11.041039,0,,[title] unrelated to H1-H4 [seen_in_round1],no
10.1109/tqe.2020.3030314,0,,[title] unrelated to H1-H4,no
10.22331/q-2021-06-17-479,0,,[title] unrelated to H1-H4,no
10.1103/prxquantum.3.010329,0,,[title] unrelated to H1-H4,no
10.6028/nist.ir.8413,0,,[title] unrelated to H1-H4 [seen_in_round1],no
10.1021/acs.chemrev.0c00665,0,,[title] unrelated to H1-H4,no
10.1063/5.0004997,0,,[title] unrelated to H1-H4,no
10.1175/2009jcli3062.1,0,,[title] unrelated to H1-H4,no
10.48550/arxiv.0904.3523,0,,[title] unrelated to H1-H4 [seen_in_round1],no
10.1063/1.869686,0,,[title] unrelated to H1-H4 [seen_in_round1],no
10.1070/rm1977v032n06abeh003859,0,,[title] unrelated to H1-H4,no
10.1214/09-aos729,0,,[title] unrelated to H1-H4 [seen_in_round1],no
10.1109/access.2015.2430359,0,,[title] unrelated to H1-H4,no
10.1186/1743-0003-5-25,0,,[title] unrelated to H1-H4 [seen_in_round1],no
10.1016/j.jmaa.2014.11.044,3,H1;H2;H4,"[abs] Averagedness constant of compositions of m operators with heterogeneous alpha_i, symmetric in the alpha_i (order-independent); tight for m=2 (Ogura-Yamada/HRY); different functional and linear-composition model [seen_in_round1]",yes
10.1007/s10898-021-01057-4,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1186/s13663-021-00709-0,2,H4;H1,"[abs] Compositions of different special Lipschitz classes with tight examples; heterogeneous composition constants, different functional",no
10.48550/arxiv.1407.5100,3,H1;H2;H4,"[abs] Averagedness constant of compositions of m operators with heterogeneous alpha_i, symmetric in the alpha_i (order-independent); tight for m=2 (Ogura-Yamada/HRY); different functional and linear-composition model [seen_in_round1]",yes
10.48550/arxiv.1805.09396,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.48550/arxiv.2408.09981,0,,[title] unrelated to H1-H4,no
10.48550/arxiv.1912.01593,3,H4;H1,[abs] Tightness of heterogeneous two-factor composition constant via Minkowski product of two different disks (Cartesian oval); heterogeneous sharpness for n=2 in a different functional [seen_in_round1],yes
10.1007/s10107-024-02182-0,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated [seen_in_round1]",no
10.1007/978-3-030-25939-6_15,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.13118/themelis-andreas_phd2018,0,,[title] unrelated to H1-H4,no
10.48550/arxiv.1912.13165,2,H4;H1,"[abs] Compositions of different special Lipschitz classes with tight examples; heterogeneous composition constants, different functional",no
10.1007/s10957-022-02136-6,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.48550/arxiv.2303.15876,0,,[title] unrelated to H1-H4,no
operatortheoryforanalysisofconvexoptimizationmethodsinmachinelearning,0,,[title] unrelated to H1-H4,no
10.48550/arxiv.2204.01877,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1201/9781003597988,0,,[title] unrelated to H1-H4,no
10.1090/s0002-9947-05-03742-6,0,,[title] unrelated to H1-H4 [seen_in_round1],no
10.4171/ggd/134,0,,[title] unrelated to H1-H4,no
10.1007/978-3-030-56341-7,0,,[title] unrelated to H1-H4,no
10.1016/j.laa.2014.01.017,0,,[title] unrelated to H1-H4,no
10.1007/978-3-319-11080-6,0,,[title] unrelated to H1-H4,no
10.1070/rm1999v054n05abeh000204,0,,[title] unrelated to H1-H4,no
10.1090/s0894-0347-1992-1126118-x,0,,[title] unrelated to H1-H4,no
reggefiniteelementswithapplicationsinsolidmechanicsandrelativity,0,,[title] unrelated to H1-H4,no
10.1090/noti1617,0,,[title] unrelated to H1-H4,no
10.1016/j.jfa.2012.08.028,0,,[title] unrelated to H1-H4,no
10.1007/s11075-018-0608-x,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated [seen_in_round1]",no
10.12942/lrr-2009-4,0,,[title] unrelated to H1-H4,no
10.5445/ir/1000043647,0,,[title] unrelated to H1-H4,no
finiteorderautomorphismsofhiggsbundlestheoryandapplication,0,,[title] unrelated to H1-H4,no
10.1107/s0021889807021206,0,,[title] unrelated to H1-H4 [seen_in_round1],no
10.1051/0004-6361/201321529,0,,[title] unrelated to H1-H4,no
10.1007/s00440-011-0397-9,0,,[title] unrelated to H1-H4,no
10.1145/355984.355989,0,,[title] unrelated to H1-H4,no
10.1088/0953-8984/14/11/301,0,,[title] unrelated to H1-H4 [seen_in_round1],no
10.1002/jcc.21287,0,,[title] unrelated to H1-H4 [seen_in_round1],no
10.1016/s0024-3795(00)00095-1,0,,[title] unrelated to H1-H4,no
10.1088/0034-4885/40/9/001,0,,[title] unrelated to H1-H4,no
10.1007/s00041-008-9035-z,0,,[title] unrelated to H1-H4,no
10.1016/s0377-0427(00)00509-4,0,,[title] unrelated to H1-H4,no
10.4310/atmp.2003.v7.n1.a6,0,,[title] unrelated to H1-H4,no
10.1017/jfm.2021.812,0,,[title] unrelated to H1-H4,no
10.1073/pnas.1907377117,0,,[title] unrelated to H1-H4,no
10.1017/cbo9780511622656,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1016/j.jmoneco.2014.08.005,0,,[title] unrelated to H1-H4,no
10.1103/revmodphys.82.2557,0,,[title] unrelated to H1-H4,no
10.1109/tsp.2013.2283840,0,,[title] unrelated to H1-H4,no
10.1016/j.physrep.2008.11.001,0,,[title] unrelated to H1-H4,no
10.1016/s0047-259x(03)00057-5,0,,[title] unrelated to H1-H4,no
10.1016/j.ultras.2020.106309,0,,[title] unrelated to H1-H4,no
10.1088/1475-7516/2006/05/018,0,,[title] unrelated to H1-H4,no
10.1016/j.physrep.2010.05.003,0,,[title] unrelated to H1-H4,no
10.1103/revmodphys.80.1355,0,,[title] unrelated to H1-H4,no
10.32614/cran.package.pracma,0,,[title] unrelated to H1-H4,no
10.1146/annurev-fluid-010518-040401,0,,[title] unrelated to H1-H4,no
10.1016/s0377-0427(00)00348-4,0,,[title] unrelated to H1-H4,no
10.1088/0264-9381/33/13/133001,0,,[title] unrelated to H1-H4,no
10.1016/s0024-3795(02)00291-4,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1109/9.599969,0,,[title] unrelated to H1-H4,no
10.1103/physrevb.88.075133,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1088/1126-6708/2001/01/010,0,,[title] unrelated to H1-H4,no
10.1016/j.physletb.2005.05.040,0,,[title] unrelated to H1-H4,no
10.1103/revmodphys.75.559,0,,[title] unrelated to H1-H4,no
10.1088/0004-6256/144/6/192,0,,[title] unrelated to H1-H4,no
10.1016/j.cam.2006.11.006,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1088/1475-7516/2021/05/073,0,,[title] unrelated to H1-H4,no
10.1088/1126-6708/2001/02/047,0,,[title] unrelated to H1-H4,no
10.1142/s0217751x0502519x,0,,[title] unrelated to H1-H4,no
10.1088/1361-6633/aaae14,0,,[title] unrelated to H1-H4,no
10.1103/physrevb.102.245113,0,,[title] unrelated to H1-H4,no
10.1088/1126-6708/2003/07/038,0,,[title] unrelated to H1-H4,no
10.1103/revmodphys.71.983,0,,[title] unrelated to H1-H4,no
10.1088/1126-6708/2004/05/079,0,,[title] unrelated to H1-H4,no
10.12942/lrr-2008-9,0,,[title] unrelated to H1-H4,no
10.1016/j.combustflame.2014.04.018,0,,[title] unrelated to H1-H4,no
10.1016/j.cpc.2015.08.039,0,,[title] unrelated to H1-H4,no
10.1086/521375,0,,[title] unrelated to H1-H4,no
10.1214/aoap/1019737664,0,,[title] unrelated to H1-H4,no
10.1007/jhep06(2011)005,0,,[title] unrelated to H1-H4,no
10.1103/revmodphys.69.995,0,,[title] unrelated to H1-H4,no
10.4310/atmp.2000.v4.n5.a1,0,,[title] unrelated to H1-H4,no
10.3847/1538-4365/aa876b,0,,[title] unrelated to H1-H4,no
10.1088/1742-5468/2008/12/p12015,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1016/s0370-1573(03)00120-0,0,,[title] unrelated to H1-H4,no
10.3934/math.20231135,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.3390/sym14101996,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.3390/fractalfract7110806,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1088/2040-8978/19/1/013001,0,,[title] unrelated to H1-H4,no
10.1112/blms/15.5.401,0,,[title] unrelated to H1-H4,no
10.1007/s00006-019-0959-y,0,,[title] unrelated to H1-H4,no
10.3836/tjm/1255958684,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1145/4078.4081,0,,[title] unrelated to H1-H4,no
10.1007/s10231-017-0666-z,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1145/136035.136037,0,,[title] unrelated to H1-H4,no
10.12942/lrr-2011-3,0,,[title] unrelated to H1-H4,no
10.1109/access.2022.3149276,0,,[title] unrelated to H1-H4,no
onhyperbolicsurfacetessellationsandequivariantspacelikeconvexpolyhedralsurfacesinminkowskispace,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.12942/lrr-2008-6,0,,[title] unrelated to H1-H4,no
10.2298/fil2103015k,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1016/j.comgeo.2009.12.003,0,,[title] unrelated to H1-H4,no
10.3390/mi15070809,0,,[title] unrelated to H1-H4,no
10.48550/arxiv.0711.3226,0,,[title] unrelated to H1-H4,no
10.1007/978-3-642-03196-0,0,,[title] unrelated to H1-H4,no
10.1016/j.physrep.2020.05.004,0,,[title] unrelated to H1-H4 [seen_in_round1],no
10.1146/annurev-fluid-031821-104935,0,,[title] unrelated to H1-H4,no
10.3847/2041-8213/ab1141,0,,[title] unrelated to H1-H4,no
10.2307/1269506,0,,[title] unrelated to H1-H4,no
10.1111/1467-9868.00082,0,,[title] unrelated to H1-H4,no
10.1109/5.53403,0,,[title] unrelated to H1-H4,no
10.4310/atmp.1997.v1.n1.a2,0,,[title] unrelated to H1-H4,no
10.1109/tuffc.2007.240,0,,[title] unrelated to H1-H4,no
10.1016/j.jcss.2003.07.012,0,,[title] unrelated to H1-H4,no
10.1021/acs.chemrev.0c00767,0,,[title] unrelated to H1-H4,no
10.1103/physrevd.85.122006,0,,[title] unrelated to H1-H4,no
10.1103/physrevx.9.011042,0,,[title] unrelated to H1-H4,no
10.1051/0004-6361/201219196,0,,[title] unrelated to H1-H4,no
10.1016/j.physrep.2023.12.002,0,,[title] unrelated to H1-H4,no
10.1016/c2009-0-12846-5,0,,[title] unrelated to H1-H4,no
10.1088/0004-6256/150/3/80,0,,[title] unrelated to H1-H4,no
10.18452/16704,0,,[title] unrelated to H1-H4,no
10.1038/s41467-022-29973-3,0,,[title] unrelated to H1-H4,no
10.1016/j.ejor.2007.01.057,0,,[title] unrelated to H1-H4,no
10.1007/978-3-662-21637-8,0,,[title] unrelated to H1-H4,no
10.1016/j.aiia.2020.09.002,0,,[title] unrelated to H1-H4,no
10.1088/0029-5515/54/5/054006,0,,[title] unrelated to H1-H4,no
10.3386/w24096,0,,[title] unrelated to H1-H4,no
computationalhapticsthesandpapersystemforsynthesizingtextureforaforcefeedbackdisplay,0,,[title] unrelated to H1-H4,no
10.1016/0898-1221(92)90135-5,0,,[title] unrelated to H1-H4,no
10.1111/jzs.12010,0,,[title] unrelated to H1-H4,no
10.17848/9781417505937.ch4,0,,[title] unrelated to H1-H4,no
10.3386/w25358,0,,[title] unrelated to H1-H4,no
10.1111/2041-210x.70131,0,,[title] unrelated to H1-H4,no
socialnetworksidentityandeconomicbehaviorempiricalevidencefromindia,0,,[title] unrelated to H1-H4,no
10.2172/15015945,0,,[title] unrelated to H1-H4,no
terrainosaurusrealisticterrainsynthesisusinggeneticalgorithms,0,,[title] unrelated to H1-H4,no
10.1186/1687-6180-2012-226,0,,[title] unrelated to H1-H4,no
10.1090/s0273-0979-06-01126-8,0,,[title] unrelated to H1-H4,no
10.1093/nar/30.7.1575,0,,[title] unrelated to H1-H4,no
10.1002/wcms.1493,0,,[title] unrelated to H1-H4,no
10.1145/2517349.2522739,0,,[title] unrelated to H1-H4,no
10.1890/es12-00048.1,0,,[title] unrelated to H1-H4,no
10.1093/bib/bbab159,0,,[title] unrelated to H1-H4,no
10.1613/jair.301,0,,[title] unrelated to H1-H4 [seen_in_round1],no
10.1093/nar/gku616,0,,[title] unrelated to H1-H4,no
10.1016/s0004-3702(98)00023-x,0,,[title] unrelated to H1-H4,no
10.1109/msp.2014.2377273,0,,[title] unrelated to H1-H4,no
10.48550/arxiv.1607.00653,0,,[title] unrelated to H1-H4,no
thetheoryandpracticeofconcurrency,0,,[title] unrelated to H1-H4,no
10.1145/2366231.2337217,0,,[title] unrelated to H1-H4,no
10.1109/sp.2015.9,0,,[title] unrelated to H1-H4,no
10.1613/jair.1327,0,,[title] unrelated to H1-H4,no
10.1093/nsr/nwad128,0,,[title] unrelated to H1-H4,no
10.1016/s0024-3795(99)00134-2,0,,[title] unrelated to H1-H4,no
10.1146/annurev-control-061520-010504,0,,[title] unrelated to H1-H4,no
10.1016/j.nonrwa.2023.104021,0,,[title] unrelated to H1-H4,no
verifiableblindprobabilisticerrorcancellation,0,,[title] unrelated to H1-H4,no
10.1007/s00778-017-0480-7,0,,[title] unrelated to H1-H4,no
10.1613/jair.1.11228,0,,[title] unrelated to H1-H4,no
10.1145/296854.277632,0,,[title] unrelated to H1-H4,no
10.1145/2785956.2787472,0,,[title] unrelated to H1-H4,no
10.1371/journal.pcbi.1000069,0,,[title] unrelated to H1-H4,no
10.1007/11426639_9,0,,[title] unrelated to H1-H4,no
10.1021/acs.chemrev.1c00838,0,,[title] unrelated to H1-H4,no
10.4086/toc.2013.v009a004,0,,[title] unrelated to H1-H4,no
10.1016/j.techfore.2018.04.032,0,,[title] unrelated to H1-H4,no
10.1145/319806.319814,0,,[title] unrelated to H1-H4,no
10.36001/phmconf.2011.v3i1.2070,0,,[title] unrelated to H1-H4,no
10.1145/1103900.1103907,0,,[title] unrelated to H1-H4,no
10.1145/3605776,0,,[title] unrelated to H1-H4,no
10.1002/adom.201800272,0,,[title] unrelated to H1-H4,no
10.3390/math14122166,0,,[title] unrelated to H1-H4,no
10.1007/s10518-023-01645-7,0,,[title] unrelated to H1-H4,no
10.1007/978-1-4302-5927-5,0,,[title] unrelated to H1-H4,no
10.1103/prxquantum.2.030312,0,,[title] unrelated to H1-H4,no
10.1103/prxquantum.2.040202,0,,[title] unrelated to H1-H4,no
10.1002/pssb.200945229,0,,[title] unrelated to H1-H4,no
10.1007/s11831-008-9019-9,0,,[title] unrelated to H1-H4 [seen_in_round1],no
10.22331/q-2018-01-31-49,0,,[title] unrelated to H1-H4,no
10.1088/2058-9565/ab79b1,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
