key,families,title,year,venue,doi
10.1038/s41593-018-0287-x,B,Widespread RNA editing dysregulation in brains from autistic individuals,2018,Nature Neuroscience,10.1038/s41593-018-0287-x
10.1007/978-3-662-49896-5_20,B,Recovering Short Generators of Principal Ideals in Cyclotomic Rings,2016,Lecture notes in computer science,10.1007/978-3-662-49896-5_20
10.1145/3588433,B,Representation Bias in Data: A Survey on Identification and Resolution Techniques,2023,ACM Computing Surveys,10.1145/3588433
10.5194/acp-19-6749-2019,B,Contrasting physical properties of black carbon in urban Beijing between winter and summer,2019,Atmospheric chemistry and physics,10.5194/acp-19-6749-2019
10.4230/lipics.stacs.2010.2455,B,Efficient and Error-Correcting Data Structures for Membership and Polynomial Evaluation,2010,DROPS (Schloss Dagstuhl – Leibniz Center for Informatics),10.4230/lipics.stacs.2010.2455
10.48550/arxiv.1107.0805,B,Index theory for locally compact noncommutative geometries,2011,arXiv (Cornell University),10.48550/arxiv.1107.0805
10.4230/lipics.icalp.2022.28,B,Factoring and Pairings Are Not Necessary for IO: Circular-Secure LWE Suffices,2022,DROPS (Schloss Dagstuhl – Leibniz Center for Informatics),10.4230/lipics.icalp.2022.28
10.1016/j.neuroimage.2011.07.072,B,Remembering forward: Neural correlates of memory and prediction in human motor adaptation,2011,NeuroImage,10.1016/j.neuroimage.2011.07.072
10.48550/arxiv.1907.09415,B,Quantum Computing: Lecture Notes,2019,arXiv (Cornell University),10.48550/arxiv.1907.09415
10.1016/j.camwa.2020.04.033,B,OpenLB—Open source lattice Boltzmann code,2020,Computers & Mathematics with Applications,10.1016/j.camwa.2020.04.033
10.1007/s10208-009-9045-5,C,Exact Matrix Completion via Convex Optimization,2009,Foundations of Computational Mathematics,10.1007/s10208-009-9045-5
10.1063/1.869686,C,Proper orthogonal decomposition and low-dimensional models for driven cavity flows,1998,Physics of Fluids,10.1063/1.869686
10.1007/s00440-010-0281-z,C,Spectral norm of products of random and deterministic matrices,2010,Probability Theory and Related Fields,10.1007/s00440-010-0281-z
10.1109/78.533723,C,Exploring estimator bias-variance tradeoffs using the uniform CR bound,1996,IEEE Transactions on Signal Processing,10.1109/78.533723
10.1214/09-aos729,C,Nearly unbiased variable selection under minimax concave penalty,2010,The Annals of Statistics,10.1214/09-aos729
10.1143/ptps.62.11,C,"Chapter II. Theory of Resonating Group Method and Generator Coordinate Method, and Orthogonality Condition Model",1977,Progress of Theoretical Physics Supplement,10.1143/ptps.62.11
10.1006/jcph.1996.0130,C,Efficient Implementation of Weighted ENO Schemes,1996,Journal of Computational Physics,10.1006/jcph.1996.0130
10.1002/minf.202000171,C,Cheminformatics in Natural Product‐based Drug Discovery,2020,Molecular Informatics,10.1002/minf.202000171
10.1103/revmodphys.75.543,C,Colloquium : Aligning molecules with strong laser pulses,2003,Reviews of Modern Physics,10.1103/revmodphys.75.543
10.1016/j.compind.2020.103308,C,Exploring the use of AR technology for co-creative product and packaging design,2020,Computers in Industry,10.1016/j.compind.2020.103308
10.1103/revmodphys.62.251,C,Reaction-rate theory: fifty years after Kramers,1990,Reviews of Modern Physics,10.1103/revmodphys.62.251
10.5194/hgss-5-11-2014,C,Carl Friedrich Gauss – General Theory of Terrestrial Magnetism – a revised translation of the German text,2014,History of geo- and space sciences,10.5194/hgss-5-11-2014
10.1103/physreve.69.066138,C,Estimating mutual information,2004,Physical Review E,10.1103/physreve.69.066138
10.1184/r1/6586742.v1,C,Minimax Sparse Principal Subspace Estimation in High Dimensions,2018,Figshare,10.1184/r1/6586742.v1
10.1109/78.700968,C,Fast subspace tracking and neural network learning by a novel information criterion,1998,IEEE Transactions on Signal Processing,10.1109/78.700968
10.1002/mrm.26701,C,Improved magnetic resonance fingerprinting reconstruction with low‐rank and subspace modeling,2017,Magnetic Resonance in Medicine,10.1002/mrm.26701
10.1214/17-aos1541,C,Rate-optimal perturbation bounds for singular subspaces with applications to high-dimensional statistics,2018,The Annals of Statistics,10.1214/17-aos1541
10.1109/tip.2015.2446191,C,A Fast Single Image Haze Removal Algorithm Using Color Attenuation Prior,2015,IEEE Transactions on Image Processing,10.1109/tip.2015.2446191
10.1186/s40537-016-0043-6,C,A survey of transfer learning,2016,Journal Of Big Data,10.1186/s40537-016-0043-6
10.1038/s41598-017-11873-y,C,Estimating the intrinsic dimension of datasets by a minimal neighborhood information,2017,Scientific Reports,10.1038/s41598-017-11873-y
10.1214/09-aos709,C,"PCA consistency in high dimension, low sample size context",2009,The Annals of Statistics,10.1214/09-aos709
10.1214/18-aos1713,C,Distributed estimation of principal eigenspaces,2019,The Annals of Statistics,10.1214/18-aos1713
10.1109/tcomm.2020.2973976,C,"Joint Radar and Communication Design: Applications, State-of-the-Art, and the Road Ahead",2020,IEEE Transactions on Communications,10.1109/tcomm.2020.2973976
10.1023/a:1007612920971,C,Concept Decompositions for Large Sparse Text Data Using Clustering,2001,Machine Learning,10.1023/a:1007612920971
10.1613/jair.2934,C,From Frequency to Meaning: Vector Space Models of Semantics,2010,Journal of Artificial Intelligence Research,10.1613/jair.2934
10.1016/j.ijar.2011.07.006,C,Distances in evidence theory: Comprehensive survey and generalizations,2011,International Journal of Approximate Reasoning,10.1016/j.ijar.2011.07.006
10.1016/j.engstruct.2018.02.024,C,Seismic fragility analysis with artificial neural networks: Application to nuclear power plant equipment,2018,Engineering Structures,10.1016/j.engstruct.2018.02.024
10.1016/0022-1236(67)90030-4,D,Potential theory on Hilbert space,1967,Journal of Functional Analysis,10.1016/0022-1236(67)90030-4
10.1016/j.jmaa.2004.06.031,D,Linear polarization constants of Hilbert spaces,2004,Journal of Mathematical Analysis and Applications,10.1016/j.jmaa.2004.06.031
10.1090/memo/0781,D,Anisotropic Hardy spaces and wavelets,2003,Memoirs of the American Mathematical Society,10.1090/memo/0781
10.1103/physrevlett.74.2694,D,Dynamical Ensembles in Nonequilibrium Statistical Mechanics,1995,Physical Review Letters,10.1103/physrevlett.74.2694
10.4064/-38-1-339-360,D,A survey of the Kreiss matrix theorem for power bounded families of matrices and its extensions,1997,Banach Center Publications,10.4064/-38-1-339-360
10.1090/s0894-0347-99-00309-4,D,Multidimensional van der Corput and sublevel set estimates,1999,Journal of the American Mathematical Society,10.1090/s0894-0347-99-00309-4
10.1007/978-3-030-32353-0_7,D,Dyadic Harmonic Analysis and Weighted Inequalities: The Sparse Revolution,2019,Applied and numerical harmonic analysis,10.1007/978-3-030-32353-0_7
10.4036/iis.2010.139,D,"Matrix Analysis: Matrix Monotone Functions, Matrix Means, and Majorization",2010,Interdisciplinary Information Sciences,10.4036/iis.2010.139
10.1186/s13660-023-03047-4,D,Generalized Hyers–Ulam stability of ρ-functional inequalities,2023,Journal of Inequalities and Applications,10.1186/s13660-023-03047-4
10.4171/jems/100,D,Null structure and almost optimal local regularity for the Dirac-Klein-Gordon system,2007,Journal of the European Mathematical Society,10.4171/jems/100
generalizeddescentmethodsforasymmetricsystemsofequationsandvariationalinequalities,D,Generalized Descent Methods for Asymmetric Systems of Equations and Variational Inequalities,1985,DSpace@MIT (Massachusetts Institute of Technology),
10.57262/die/1356060724,D,Local well-posedness of the generalized Korteweg-de Vries equation in spaces of analytic functions,2002,Differential and Integral Equations,10.57262/die/1356060724
10.1090/s0002-9947-1989-0983869-1,D,Ergodic attractors,1989,Transactions of the American Mathematical Society,10.1090/s0002-9947-1989-0983869-1
