key,families,title,year,venue,doi
10.1090/s0273-0979-10-01278-4,L,Finite element exterior calculus: from Hodge theory to numerical stability,2010,Bulletin of the American Mathematical Society,10.1090/s0273-0979-10-01278-4
10.1103/physrevb.88.045132,M,Steady-state and quench-dependent relaxation of a quantum dot coupled to one-dimensional leads,2013,Physical Review B,10.1103/physrevb.88.045132
10.1103/prxlife.3.013003,M,High Ground State Overlap via Quantum Embedding Methods,2025,PRX Life,10.1103/prxlife.3.013003
10.48550/arxiv.2207.08243,M,Stable bipolarons in open quantum systems,2022,arXiv (Cornell University),10.48550/arxiv.2207.08243
10.53846/goediss-10292,M,Non-Equilibrium Dynamics of Photoexcited Correlated Quantum Matter,2024,,10.53846/goediss-10292
10.5821/dissertation-2117-370853,M,Controlling interactions in quantum materials : from a microscopic description to quantum simulation,2022,,10.5821/dissertation-2117-370853
10.48550/arxiv.2504.21786,M,An Accurate Lanczos Method for the Matrix Product State Representation,2025,arXiv (Cornell University),10.48550/arxiv.2504.21786
10.48550/arxiv.2609.02394,M,A Recursive Module-Coupling Algorithm for Computing Low-Energy Eigenstates,2026,arXiv (Cornell University),10.48550/arxiv.2609.02394
10.1088/1367-2630/12/5/055026,M,Minimally entangled typical thermal state algorithms,2010,New Journal of Physics,10.1088/1367-2630/12/5/055026
10.48550/arxiv.2306.03698,N,Fine-grained Expressivity of Graph Neural Networks,2023,arXiv (Cornell University),10.48550/arxiv.2306.03698
10.1090/s0002-9904-1977-14406-6,I,Practical and mathematical aspects of the problem of reconstructing objects from radiographs,1977,Bulletin of the American Mathematical Society,10.1090/s0002-9904-1977-14406-6
10.1007/bf01027691,I,On the convergence of von Neumann's alternating projection algorithm for two sets,1993,Set-Valued Analysis,10.1007/bf01027691
10.1090/s0002-9947-1937-1501907-0,I,On certain inequalities and characteristic value problems for analytic functions and for functions of two variables,1937,Transactions of the American Mathematical Society,10.1090/s0002-9947-1937-1501907-0
10.1007/978-94-015-8577-4_7,I,The Angle Between Subspaces of a Hilbert Space,1995,,10.1007/978-94-015-8577-4_7
10.1007/978-94-011-2634-2_5,I,The Method of Alternating Orthogonal Projections,1992,,10.1007/978-94-011-2634-2_5
10.1007/978-3-0348-6253-0_7,I,Rate of Convergence of the Method of Alternating Projections,1984,International series of numerical mathematics,10.1007/978-3-0348-6253-0_7
10.1137/s0036144593251710,I,On Projection Algorithms for Solving Convex Feasibility Problems,1996,SIAM Review,10.1137/s0036144593251710
10.1093/imanum/22.3.329,I,Computing the nearest correlation matrix--a problem from finance,2002,IMA Journal of Numerical Analysis,10.1093/imanum/22.3.329
10.1080/01630569808816813,I,Minimizing certain convex functions over the intersection of the fixed point sets of nonexpansive mappings,1998,Numerical Functional Analysis and Optimization,10.1080/01630569808816813
projectionalgorithmsandmonotoneoperators,I,Projection algorithms and monotone operators,1996,,
10.1080/01630569808816822,I,Quadratic optimization of fixed points of nonexpansive mappings in hubert space,1998,Numerical Functional Analysis and Optimization,10.1080/01630569808816822
10.1007/s00041-012-9248-z,I,Two-Subspace Projection Method for Coherent Overdetermined Systems,2012,Journal of Fourier Analysis and Applications,10.1007/s00041-012-9248-z
10.1016/j.jmaa.2004.12.050,I,On the rate of convergence of the alternating projection method in finite dimensional spaces,2005,Journal of Mathematical Analysis and Applications,10.1016/j.jmaa.2004.12.050
10.1111/j.1475-3995.2008.00682.x,I,Characterizing arbitrarily slow convergence in the method of alternating projections,2009,International Transactions in Operational Research,10.1111/j.1475-3995.2008.00682.x
10.1007/s00365-013-9213-3,I,Alternating Projections on Nontangential Manifolds,2013,Constructive Approximation,10.1007/s00365-013-9213-3
anewprojectionmethodforfindingtheclosestpointintheintersectionofconvexsets,I,A new projection method for finding the closest point in the intersection of convex sets,2018,LA Referencia (Red Federada de Repositorios Institucionales de Publicaciones Científicas),
10.1007/s10589-017-9942-5,I,A new projection method for finding the closest point in the intersection of convex sets,2017,Computational Optimization and Applications,10.1007/s10589-017-9942-5
10.1007/s10107-019-01437-5,I,Worst-case complexity of cyclic coordinate descent: $$O(n^2)$$ gap with randomized version,2019,Mathematical Programming,10.1007/s10107-019-01437-5
10.1016/s1570-579x(01)80013-6,I,Accelerating the Convergence of the Method of Alternating Projections Via a Line Search: a Brief Survey,2001,Studies in computational mathematics,10.1016/s1570-579x(01)80013-6
10.1090/mcom/3644,I,A weighted randomized Kaczmarz method for solving linear systems,2021,Mathematics of Computation,10.1090/mcom/3644
10.5642/tspmcos.2012.01,I,Two-subspace Projection Method for Coherent Overdetermined Systems,2012,,10.5642/tspmcos.2012.01
10.1109/lsp.2014.2303153,I,Successive Projection Method for Well-Conditioned Matrix Approximation Problems,2014,IEEE Signal Processing Letters,10.1109/lsp.2014.2303153
10.1553/etna_vol54s610,I,On the regularization effect of stochastic gradient descent applied to least-squares. ETNA - Electronic Transactions on Numerical Analysis,2021,Oesterreichisches Musiklexikon online (Institut für kunst- und musikhistorische Forschungen der  Österreichischen Akademie der Wissenschaften),10.1553/etna_vol54s610
10.1137/s0363012998338806,D,A Modified Forward-Backward Splitting Method for Maximal Monotone Mappings,2000,SIAM Journal on Control and Optimization,10.1137/s0363012998338806
10.1007/s10107-016-1009-3,D,Smooth strongly convex interpolation and exact worst-case performance of first-order methods,2016,Mathematical Programming,10.1007/s10107-016-1009-3
10.1287/moor.2016.0827,D;I,Faster Convergence Rates of Relaxed Peaceman-Rachford and ADMM Under Regularity Assumptions,2017,Mathematics of Operations Research,10.1287/moor.2016.0827
10.23919/ecc65951.2025.11187196,D,Mixed Small Gain and Phase Theorem: A new view using Scale Relative Graphs,2025,,10.23919/ecc65951.2025.11187196
10.1080/09500349414552351,K,Oracle Quantum Computing,1994,Journal of Modern Optics,10.1080/09500349414552351
10.7907/rzr7-dt72.,K,Stabilizer Codes and Quantum Error Correction,1997,,10.7907/rzr7-dt72.
10.1103/physreva.51.1015,K,Two-bit gates are universal for quantum computation,1995,Physical Review A,10.1103/physreva.51.1015
10.1145/502090.502097,K,Quantum lower bounds by polynomials,2001,Journal of the ACM,10.1145/502090.502097
10.4230/lipics.icalp.2019.8,K,A Quantum Algorithm for Finding the Minimum,1996,arXiv (Cornell University),10.4230/lipics.icalp.2019.8
10.1145/3297858.3304007,K,Not All Qubits Are Created Equal,2019,,10.1145/3297858.3304007
10.1103/physrevd.64.023501,J,"Sterile neutrino hot, warm, and cold dark matter",2001,"Physical review. D. Particles, fields, gravitation, and cosmology/Physical review. D. Particles and fields",10.1103/physrevd.64.023501
10.1103/physrevb.99.224307,J,Unitary-projective entanglement dynamics,2019,Physical review. B./Physical review. B,10.1103/physrevb.99.224307
10.1088/0266-5611/25/8/085011,A,Regularization with non-convex separable constraints,2009,Inverse Problems,10.1088/0266-5611/25/8/085011
10.1088/0266-5611/25/11/115017,A,Greedy solution of ill-posed problems: error bounds and exact inversion,2009,Inverse Problems,10.1088/0266-5611/25/11/115017
10.1073/pnas.2015851118,A,Tensor-tensor algebra for optimal representation and compression of multiway data,2021,Proceedings of the National Academy of Sciences,10.1073/pnas.2015851118
10.1007/bf01436376,I,Projection method for solving a singular system of linear equations and its applications,1971,Numerische Mathematik,10.1007/bf01436376
10.1016/0022-247x(78)90214-7,I,The angles between the null spaces of X rays,1978,Journal of Mathematical Analysis and Applications,10.1016/0022-247x(78)90214-7
10.1137/1113049,I,A General Solution of a Problem in Linear Prediction of Stationary Processes,1968,Theory of Probability and Its Applications,10.1137/1113049
10.1090/s0002-9947-1967-0214135-5,I,On the alternating projections theorem and bivariate stationary stochastic processes,1967,Transactions of the American Mathematical Society,10.1090/s0002-9947-1967-0214135-5
10.1109/tit.2004.839492,I,Designing structured tight frames via an alternating projection method,2005,IEEE Transactions on Information Theory,10.1109/tit.2004.839492
10.1137/s1064827599361771,I,Fast Solution of the Radial Basis Function Interpolation Equations: Domain Decomposition Methods,2001,SIAM Journal on Scientific Computing,10.1137/s1064827599361771
