citation_key,key,doi,arxiv,openalex,title,year,authors,venue,families,origin,level_reached,threat_final,threat_L1,threat_L2,access,theorem_location,claims,verdict,cite_in_paper,bib_class,evidence_file,adjudication_note
,10.1007/s10444-018-9622-8,10.1007/s10444-018-9622-8,,https://openalex.org/W2852445398,Randomized algorithms for the approximations of Tucker and the tensor train decompositions,2018,Maolin Che; Yimin Wei,Advances in Computational Mathematics,A,snowball,L2,1,3,1,ABSTRACT_ONLY,Randomized Tucker/TT error bounds (in expectation),R9,Randomized range-finder Tucker/TT bounds in expectation; unrelated to deterministic accumulated projection defects.,no,,screening/level2_A.csv,
,10.1103/physrevx.11.041039,10.1103/physrevx.11.041039,,https://openalex.org/W3216902878,Randomized compiling for scalable quantum computing on a noisy superconducting quantum processor,2020,Akel Hashim; Ravi Naik; Alexis Morvan; Jean-Loup Ville; Bradley Mitchell; John Mark Kreikebaum,arXiv (Cornell University),K,harvest,L1,1,1,,,,,same broad field only,no,,,
,10.1007/s00220-004-1087-6,10.1007/s00220-004-1087-6,,https://openalex.org/W1980744208,Randomizing Quantum States: Constructions and Applications,2004,Patrick Hayden; Debbie Leung; Peter W. Shor; Andreas Winter,Communications in Mathematical Physics,M,snowball,L1,1,1,,,,,randomizing quantum states,no,,,
,ranknullitytheoreminlinearalgebra,,,https://openalex.org/W2404994878,Rank-Nullity Theorem in Linear Algebra.,2013,Jose Divasón; Jesús Aransay,,H,snowball,L1,1,1,,,,,formal rank-nullity,no,,,
,10.1007/978-3-0348-6253-0_7,10.1007/978-3-0348-6253-0_7,,https://openalex.org/W1577020372,Rate of Convergence of the Method of Alternating Projections,1984,Frank Deutsch,International series of numerical mathematics,I,snowball,L2,1,3,1,ABSTRACT_ONLY,"Deutsch, ISNM 72 (1984) 96-107, main rate theorem (seen only via abstract and restatements in Bauschke-Deutsch-Hundal arXiv:0710.2387 and Badea-Grivaux-Muller arXiv:1006.2047)",none,"Classical proof of the angle-based rate for von Neumann alternating projections (error of iterated two-projection products versus projection onto the intersection, governed by the Friedrichs angle); different quantity, no inserted projections, no defect constraint, background only.",no,,screening/level2_B2.csv,
,10.4208/cicp.oa-2017-0257,10.4208/cicp.oa-2017-0257,,https://openalex.org/W2911203136,Recursive POD Expansion for the Advection-Diffusion-Reaction Equation,2018,Mejdi Azaïez; Tomás Chacón Rebollo; Emma Perracchione; José M. Vega,Communications in Computational Physics,B,harvest,L1,1,1,,,,,broad numerical/operator analysis,no,,,
,10.1186/s40323-016-0060-1,10.1186/s40323-016-0060-1,,https://openalex.org/W2294031079,Recursive POD expansion for reaction-diffusion equation,2016,Mejdi Azaïez; Faker Ben Belgacem; Tomás Chacón Rebollo,Advanced Modeling and Simulation in Engineering Sciences,B,harvest,L1,1,1,,,,,broad numerical/operator analysis,no,,,
,10.1137/040607277,10.1137/040607277,,https://openalex.org/W1975714268,Recycling Krylov Subspaces for Sequences of Linear Systems,2006,Michael L. Parks; Eric de Sturler; Greg Mackey; D. D. Johnson; Spandan Maiti,SIAM Journal on Scientific Computing,G,harvest,L1,1,1,,,,,same broad field only,no,,,
,10.1007/s11831-008-9019-9,10.1007/s11831-008-9019-9,,https://openalex.org/W2052690618,Reduced Basis Approximation and a Posteriori Error Estimation for Affinely Parametrized Elliptic Coercive Partial Differential Equations,2008,Gianluigi Rozza; D.B.P. Huynh; A.T. Patera,Archives of Computational Methods in Engineering,C;F,harvest,L1,1,1,,,,,same broad field only,no,,,
,10.1023/b:svan.0000023394.19482.30,10.1023/b:svan.0000023394.19482.30,,https://openalex.org/W2033316062,Regularity and Conditioning of Solution Mappings in Variational Analysis,2004,Asen L. Dontchev; R. T. Rockafellar,Set-Valued Analysis,D,snowball,L1,1,1,,,,,variational analysis conditioning,no,,,
,10.1103/physrevlett.117.020402,10.1103/physrevlett.117.020402,,https://openalex.org/W1920749059,Relating the Resource Theories of Entanglement and Quantum Coherence,2016,Eric Chitambar; Min-Hsiu Hsieh,Physical Review Letters,K,snowball,L1,1,1,,,,,same broad field only,no,,,
,10.2140/pjm.1961.11.1315,10.2140/pjm.1961.11.1315,,https://openalex.org/W1990824892,Relative self-adjoint operators in Hilbert space,1961,Magnus R. Hestenes,Pacific Journal of Mathematics,G,harvest,L1,1,1,,,,,same broad field only,no,,,
,10.1103/physrevlett.109.120403,10.1103/physrevlett.109.120403,,https://openalex.org/W2029147467,Reliable Quantum State Tomography,2012,Matthias Christandl; Renato Renner,Physical Review Letters,E,snowball,L1,1,1,,,,,same broad field only,no,,,
,10.48550/arxiv.2202.01244,10.48550/arxiv.2202.01244,,https://openalex.org/W4221160560,Reliably assessing the electronic structure of cytochrome P450 on today's classical computers and tomorrow's quantum computers,2022,Joshua J. Goings; Alec F. White; Joonho Lee; Christofer S. Tautermann; Matthias Degroote; Craig Gidney,arXiv (Cornell University),M,harvest,L1,1,1,,,,,same broad field only,no,,,
,10.1109/tit.2004.839476,10.1109/tit.2004.839476,,https://openalex.org/W2119541346,Remote Preparation of Quantum States,2005,C.H. Bennett; P. Hayden; D.W. Leung; P.W. Shor; A. Winter,IEEE Transactions on Information Theory,K,snowball,L1,1,1,,,,,same broad field only,no,,,
,10.48550/arxiv.cond-mat/0407066,10.48550/arxiv.cond-mat/0407066,,https://openalex.org/W1570334424,Renormalization algorithms for Quantum-Many Body Systems in two and higher dimensions,2004,Frank Verstraete; J. I. Cirac,arXiv (Cornell University),B,snowball,L1,1,1,,,,,same broad field only,no,,,
,10.1088/1751-8113/42/50/504004,10.1088/1751-8113/42/50/504004,,https://openalex.org/W2165008728,Renormalization and tensor product states in spin chains and lattices,2009,J Ignacio Cirac; Frank Verstraete,Journal of Physics A Mathematical and Theoretical,F;M,harvest+snowball,L1,1,1,,,,,Review of tensor product states including tree tensor states; background,no,,,
,renormalizationandtensorproductstatesinspinchainsandlattices,,,https://openalex.org/W3099568394,Renormalization and tensor product states in spin chains and lattices,2009,"J. I. Cirac; Verstraete, F.",MPG.PuRe (Max Planck Society),M,snowball,L1,1,1,,,,,Review of tensor product states including tree tensor states; background,no,,,
,10.1103/physrevlett.94.140601,10.1103/physrevlett.94.140601,,https://openalex.org/W2063196329,Renormalization-Group Transformations on Quantum States,2005,Frank Verstraete; J. I. Cirac; José I. Latorre; E. Rico; M. M. Wolf,Physical Review Letters,M,snowball,L1,1,1,,,,,RG on quantum states,no,,,
,10.1016/j.jat.2016.02.001,10.1016/j.jat.2016.02.001,,https://openalex.org/W2207201412,Ritt operators and convergence in the method of alternating projections,2016,Cătălin Badea; David Seifert,Journal of Approximation Theory,I,harvest+snowball,L2,1,3,1,FULL_TEXT,Theorem 4.3 incl. Eq. (4.3) (non-sharp exponential rate in terms of c(M_1..M_N); unconditional series convergence; o(n^-alpha) on dense subspaces); Sec. 2 Ritt-operator results (read via arXiv:1510.04560v2),none (adjacent to R1b),"Ritt-operator approach giving a non-sharp geometric rate estimate and dense-set polynomial rates for cyclic alternating projections; convergence to the intersection only, with no projection-insertion error, so no Theorem R claim is implied.",no,,screening/level2_B1.csv,
,10.1109/tpami.2021.3072422,10.1109/tpami.2021.3072422,,https://openalex.org/W3168156488,Robust Differentiable SVD,2021,Wei Wang; Zheng Dang; Yinlin Hu; Pascal Fua; Mathieu Salzmann,IEEE Transactions on Pattern Analysis and Machine Intelligence,M,harvest,L1,1,1,,,,,same broad field only,no,,,
,10.1088/1367-2630/17/8/083040,10.1088/1367-2630/17/8/083040,,https://openalex.org/W2128966718,Robustness and device independence of verifiable blind quantum computing,2015,Alexandru Gheorghiu; Elham Kashefi; Petros Wallden,New Journal of Physics,K,harvest,L1,1,1,,,,,quantum information context; no projection-error bound,no,,,
,10.1615/int.j.uncertaintyquantification.2014010147,10.1615/int.j.uncertaintyquantification.2014010147,,https://openalex.org/W2074177179,SPARSE MULTIRESOLUTION REGRESSION FOR UNCERTAINTY PROPAGATION,2014,Daniele E. Schiavazzi; Alireza Doostan; Gianluca Iaccarino,International Journal for Uncertainty Quantification,B,harvest,L1,1,1,,,,,same broad field only,no,,,
,10.23919/ecc65951.2025.11187068,10.23919/ecc65951.2025.11187068,,https://openalex.org/W4415179431,Scaled Relative Graph Analysis of Lur’e Systems and the Generalized Circle Criterion,2025,Julius P. J. Krebbekx; Roland Tóth; Amritam Das,,D,snowball,L1,1,1,,,,,SRG Lur'e systems,no,,,
,10.1016/j.ejcon.2024.101050,10.1016/j.ejcon.2024.101050,,https://openalex.org/W4399715761,Scaled graphs for reset control system analysis,2024,Sebastiaan van den Eijnden; Thomas Chaffey; Tom Oomen; W.P.M.H. Heemels,European Journal of Control,D,snowball,L1,1,1,,,,,SRG reset control,no,,,
,10.1016/j.ejcon.2025.101335,10.1016/j.ejcon.2025.101335,,https://openalex.org/W4412983996,Scaled relative graphs for nonmonotone operators with applications in circuit theory,2025,Jan Quan; Brecht Evens; Rodolphe Sepulchre; Panagiotis Patrinos,European Journal of Control,D,snowball,L1,1,1,,,,,SRG circuit theory,no,,,
,10.1016/j.ejcon.2026.101576,10.1016/j.ejcon.2026.101576,,https://openalex.org/W7170392806,Scaled relative graphs for pairs of operators beyond classical monotonicity,2026,Jan Quan; Alexander Bodard; Konstantinos A. Oikonomidis; Panagiotis Patrinos,European Journal of Control,D,snowball,L1,1,1,,,,,SRG pairs of operators,no,,,
,10.3929/ethz-a-005115027,10.3929/ethz-a-005115027,,https://openalex.org/W2081349667,Security of quantum key distribution,2005,Renato Renner,Repository for Publications and Research Data (ETH Zurich),K,snowball,L1,1,1,,,,,QKD security thesis (purified distance),no,,,
,10.22331/q-2020-09-30-337,10.22331/q-2020-09-30-337,,https://openalex.org/W2942051472,Self-testing of quantum systems: a review,2020,Ivan Šupić; Joseph Bowles,Quantum,K,harvest,L1,1,1,,,,,same broad field only,no,,,
,10.1109/tsp.2014.2367460,10.1109/tsp.2014.2367460,,https://openalex.org/W2060198758,Sequential Matrix Diagonalization Algorithms for Polynomial EVD of Parahermitian Matrices,2014,Soydan Redif; Stephan Weiss; J.G. McWhirter,IEEE Transactions on Signal Processing,M,harvest,L1,1,1,,,,,same broad field only,no,,,
,10.1109/tsp.2009.2027740,10.1109/tsp.2009.2027740,,https://openalex.org/W2132970963,Sequential Unfolding SVD for Tensors With Applications in Array Signal Processing,2009,Jussi Salmi; Andreas Richter; V. Koivunen,IEEE Transactions on Signal Processing,A,snowball,L1,1,1,,,,,same broad field only,no,,,
,10.1137/24m1656530,10.1137/24m1656530,,https://openalex.org/W4407144813,Short Communication: FISTA Iterates Converge Linearly for Denoiser-Driven Regularization,2025,Arghya Sinha; Kunal N. Chaudhury,SIAM Journal on Imaging Sciences,D,snowball,L1,1,1,,,,,FISTA denoiser convergence,no,,,
,10.1007/11593447_11,10.1007/11593447_11,,https://openalex.org/W2150154572,Simple and Tight Bounds for Information Reconciliation and Privacy Amplification,2005,Renato Renner; Stefan Wolf,Lecture notes in computer science,E,snowball,L1,1,1,,,,,same broad field only,no,,,
,10.1137/18m1174726,10.1137/18m1174726,,https://openalex.org/W2494499351,Simple and Tight Device-Independent Security Proofs,2019,Rotem Arnon-Friedman; Renato Renner; Thomas Vidick,SIAM Journal on Computing,E,snowball,L1,1,1,,,,,same broad field only,no,,,
,10.1137/050644756,10.1137/050644756,,https://openalex.org/W2072969317,Simulating Quantum Computation by Contracting Tensor Networks,2008,Igor L. Markov; Yaoyun Shi,SIAM Journal on Computing,B,snowball,L1,1,1,,,,R9,tensor network method/application; no error theorem,no,,,
,10.1103/physrevb.82.205105,10.1103/physrevb.82.205105,,https://openalex.org/W1976879565,Simulating strongly correlated quantum systems with tree tensor networks,2010,V. Murg; Frank Verstraete; Örs Legeza; R. M. Noack,Physical Review B,M,snowball,L1,1,1,,,,R9,tensor network method/application; no error theorem,no,,,
,10.4171/zaa/1663,10.4171/zaa/1663,,https://openalex.org/W2995434321,Singular Value Decomposition in Sobolev Spaces: Part I,2020,Mazen Ali; Anthony Nouy,Zeitschrift für Analysis und ihre Anwendungen,A,snowball,L1,1,1,,,,,same broad field only,no,,,
,10.1016/j.jat.2010.05.002,10.1016/j.jat.2010.05.002,,https://openalex.org/W2059478119,Slow convergence of sequences of linear operators II: Arbitrarily slow convergence,2010,Frank Deutsch; Hein Hundal,Journal of Approximation Theory,I,snowball,L2,1,3,1,ABSTRACT_ONLY,"Deutsch-Hundal, J. Approx. Theory 162 (2010) 1717-1738; abstract only: Thm 3.3 (lethargy theorem), dichotomy theorem for powers of one operator",none,"Lethargy/dichotomy theorems showing pointwise convergence of operator sequences (e.g. projection products) is either linear or arbitrarily slow; qualitative rate theory with no sharp finite-k constant, background only.",no,,screening/level2_B2.csv,
,10.1109/tit.2009.2018340,10.1109/tit.2009.2018340,,https://openalex.org/W2043792910,Smooth Entropies and the Quantum Information Spectrum,2009,Nilanjana Datta; Renato Renner,IEEE Transactions on Information Theory,E,snowball,L1,1,1,,,,,smooth entropies,no,,,
,10.1109/tit.2013.2295314,10.1109/tit.2013.2295314,,https://openalex.org/W2112065886,Smooth Max-Information as One-Shot Generalization for Mutual Information,2014,Nikola Ciganović; Normand J. Beaudry; Renato Renner,IEEE Transactions on Information Theory,E,harvest,L1,1,1,,,,,same broad field only,no,,,
,10.1145/3293880.3294093,10.1145/3293880.3294093,,https://openalex.org/W2908479200,Smooth manifolds and types to sets for linear algebra in Isabelle/HOL,2019,Fabian Immler; Bohua Zhan,,H,snowball,L1,1,1,,,,,Isabelle manifolds linear algebra,no,,,
,10.1137/110833142,10.1137/110833142,,https://openalex.org/W1968119930,Solution of Linear Systems and Matrix Inversion in the TT-Format,2012,Ivan Oseledets; Sergey Dolgov,SIAM Journal on Scientific Computing,A;B,snowball,L1,1,1,,,,,same broad field only,no,,,
,10.1017/s0962492919000059,10.1017/s0962492919000059,,https://openalex.org/W2952020389,Solving inverse problems using data-driven models,2019,Simon Arridge; Peter Maaß; Ozan Öktem; Carola‐Bibiane Schönlieb,Acta Numerica,E,harvest,L1,1,1,,,,,same broad field only,no,,,
,10.1088/0266-5611/31/12/125008,10.1088/0266-5611/31/12/125008,,https://openalex.org/W2962761770,Solving systems of phaseless equations via Kaczmarz methods: a proof of concept study,2015,Ke Wei,Inverse Problems,I,snowball,L1,1,1,,,,,phaseless Kaczmarz application,no,,,
,10.1137/1002004,10.1137/1002004,,https://openalex.org/W2003912160,Some Applications of the Pseudoinverse of a Matrix,1960,T. N. E. Greville,SIAM Review,B,harvest,L1,1,1,,,,,same broad field only,no,,,
,10.1007/bfb0120929,10.1007/bfb0120929,,https://openalex.org/W1583089965,Some continuity properties of polyhedral multifunctions,1981,Stephen M. Robinson,Mathematical programming studies,D,snowball,L1,1,1,,,,,polyhedral multifunctions,no,,,
,10.1090/s0025-5718-1991-1066830-3,10.1090/s0025-5718-1991-1066830-3,,https://openalex.org/W2042732056,Some estimates for a weighted 𝐿² projection,1991,James H. Bramble; Jinchao Xu,Mathematics of Computation,C,harvest,L1,1,1,,,,,broad numerical/operator analysis,no,,,
,10.1109/78.324732,10.1109/78.324732,,https://openalex.org/W2161623414,Space-alternating generalized expectation-maximization algorithm,1994,Jeffrey A. Fessler; Alfred O. Hero,IEEE Transactions on Signal Processing,I,harvest+snowball,L1,1,1,,,,,same broad field only,no,,,
,sparselowrankapproximationofmultivariatefunctionsapplicationsinuncertaintyquantification,,,https://openalex.org/W2738242027,Sparse Low Rank Approximation of Multivariate Functions – Applications in Uncertainty Quantification,2014,Prashant Rai,HAL (Le Centre pour la Communication Scientifique Directe),A,harvest,L1,1,1,,,,,same broad field only,no,,,
,10.1017/s0962492911000055,10.1017/s0962492911000055,,https://openalex.org/W2083754610,Sparse tensor discretizations of high-dimensional parametric and stochastic PDEs,2011,Christoph Schwab; Claude Jeffrey Gittelson,Acta Numerica,A,harvest,L1,1,1,,,,R9,tensor network method/application; no error theorem,no,,,
,10.48550/arxiv.2102.00554,10.48550/arxiv.2102.00554,,https://openalex.org/W4287363917,Sparsity in Deep Learning: Pruning and growth for efficient inference\n and training in neural networks,2021,Torsten Hoefler; Dan Alistarh; Tal Ben‐Nun; Nikoli Dryden; Alexandra Peşte,arXiv (Cornell University),N,harvest,L1,1,1,,,,,same broad field only,no,,,
,10.1515/9780691213101,10.1515/9780691213101,,https://openalex.org/W149522324,Spectra and Pseudospectra,2005,Lloyd N. Trefethen; Mark Embree,Princeton University Press eBooks,D,snowball,L1,1,1,,,,,pseudospectra monograph,no,,,
,10.1137/15m1036919,10.1137/15m1036919,,https://openalex.org/W1858056047,Spectral Tensor-Train Decomposition,2016,Daniele Bigoni; Allan Peter Engsig‐Karup; Youssef Marzouk,SIAM Journal on Scientific Computing,A,harvest+snowball,L1,1,1,,,,,same broad field only,no,,,
,10.18311/jims/1960/16934,10.18311/jims/1960/16934,,https://openalex.org/W2944662566,Spectral Theory in Hilbert Space,1960,Mukundan Venkataraman,Journal of the Indian Mathematical Society,I,snowball,L1,1,1,,,,,Hilbert space spectral theory,no,,,
,spectraltheoryinthehilbertspace,,,https://openalex.org/W575396454,Spectral theory in the Hilbert space,1953,秀五郎 中野,Medical Entomology and Zoology,I,snowball,L1,1,1,,,,,Hilbert space spectral theory,no,,,
,10.1137/0716071,10.1137/0716071,,https://openalex.org/W2019569173,Splitting Algorithms for the Sum of Two Nonlinear Operators,1979,Pierre‐Louis Lions; Bertrand Mercier,SIAM Journal on Numerical Analysis,D,snowball,L1,1,1,,,,,splitting algorithms,no,,,
,10.1103/physrevresearch.2.013095,10.1103/physrevresearch.2.013095,,https://openalex.org/W2978274548,Stabilizing open quantum batteries by sequential measurements,2020,Stefano Gherardini; Francesco Campaioli; Filippo Caruso; Felix C. Binder,Physical Review Research,J,harvest,L1,1,1,,,,,same broad field only,no,,,
,10.48550/arxiv.1510.00504,10.48550/arxiv.1510.00504,,https://openalex.org/W2962684767,Stable recovery of low-dimensional cones in Hilbert spaces: One RIP to\n rule them all,2015,Yann Traonmilin; Rémi Gribonval,arXiv (Cornell University),G,harvest,L1,1,1,,,,,broad numerical/operator analysis,no,,,
,10.1137/16m1097638,10.1137/16m1097638,,https://openalex.org/W2529725405,Steady-State and Periodic Exponential Turnpike Property for Optimal Control Problems in Hilbert Spaces,2018,Emmanuel Trélat; Can Zhang; Enrique Zuazua,SIAM Journal on Control and Optimization,G,harvest,L1,1,1,,,,,same broad field only,no,,,
,10.1103/physrevlett.100.167202,10.1103/physrevlett.100.167202,,https://openalex.org/W2097903774,String Order and Symmetries in Quantum Spin Lattices,2008,David Pérez-Garcı́a; M. M. Wolf; Mikel Sanz; Frank Verstraete; J. I. Cirac,Physical Review Letters,M,snowball,L1,1,1,,,,,string order,no,,,
,10.1007/s00220-014-2122-x,10.1007/s00220-014-2122-x,,https://openalex.org/W2168792807,Strong Converse for the Classical Capacity of Entanglement-Breaking and Hadamard Channels via a Sandwiched Rényi Relative Entropy,2014,Mark M. Wilde; Andreas Winter; Dong Yang,Communications in Mathematical Physics,K,snowball,L1,1,1,,,,,same broad field only,no,,,
,10.1126/science.1155309,10.1126/science.1155309,,https://openalex.org/W2024927943,Strong Dissipation Inhibits Losses and Induces Correlations in Cold Molecular Gases,2008,N. Syassen; D. Bauer; Matthias Lettner; Thomas Volz; D. Dietze; Juan José García‐Ripoll,Science,J,snowball,L1,1,1,,,,,dissipation-induced Zeno in molecules,no,,,
,10.1109/18.796386,10.1109/18.796386,,https://openalex.org/W2115328106,Strong converse to the quantum channel coding theorem,1999,Tomohiro Ogawa; Hiroshi Nagaoka,IEEE Transactions on Information Theory,K,snowball,L1,1,1,,,,,strong converse quantum coding,no,,,
,10.21468/scipostphys.9.5.070,10.21468/scipostphys.9.5.070,,https://openalex.org/W3012661739,Studying dynamics in two-dimensional quantum lattices using tree tensor network states,2020,Benedikt Kloss; David Reichman; Yevgeny Bar Lev,SciPost Physics,A,harvest,L1,1,1,,,,R9,tensor network method/application; no error theorem,no,,,
,10.4310/jdg/1214440436,10.4310/jdg/1214440436,,https://openalex.org/W1512416545,Sub-Riemannian geometry,1986,Robert S. Strichartz,Journal of Differential Geometry,E,harvest,L1,1,1,,,,,same broad field only,no,,,
,10.1007/bf02392585,10.1007/bf02392585,,https://openalex.org/W2088225413,Subalgebras of C*-algebras III: Multivariable operator theory,1998,Whilliam Arveson,Acta Mathematica,G,harvest,L1,1,1,,,,,same broad field only,no,,,
,10.1109/lsp.2014.2303153,10.1109/lsp.2014.2303153,,https://openalex.org/W2111754487,Successive Projection Method for Well-Conditioned Matrix Approximation Problems,2014,Mirai Tanaka; Kazuhide Nakata,IEEE Signal Processing Letters,I,snowball,L1,1,1,,,,,projection algorithm application,no,,,
,10.1016/0010-4655(89)90147-1,10.1016/0010-4655(89)90147-1,,https://openalex.org/W2059238508,Super-matrix methods,1989,Ernest R. Davidson,Computer Physics Communications,B,snowball,L1,1,1,,,,,super-matrix methods,no,,,
,10.4064/fm-3-1-133-181,10.4064/fm-3-1-133-181,,https://openalex.org/W1458771408,Sur les opérations dans les ensembles abstraits et leur application aux équations intégrales,1922,Stefan Banach,Fundamenta Mathematicae,D,snowball,L1,1,1,,,,,Banach thesis; fixed point,no,,,
,10.1103/physrevlett.90.157903,10.1103/physrevlett.90.157903,,https://openalex.org/W2011013484,Symmetric Extensions of Quantum States and Local Hidden Variable Theories,2003,Barbara M. Terhal; Andrew C. Doherty; David Schwab,Physical Review Letters,M,snowball,L1,1,1,,,,,same broad field only,no,,,
,10.1016/s0375-9601(99)00365-5,10.1016/s0375-9601(99)00365-5,,https://openalex.org/W3037347557,Symmetrizing evolutions,1999,Paolo Zanardi,Physics Letters A,J,snowball,L1,1,1,,,,,symmetrizing evolutions,no,,,
,10.1090/s0002-9939-04-07245-4,10.1090/s0002-9939-04-07245-4,,https://openalex.org/W1831289021,Symmetry of extremal functions for the Caffarelli-Kohn-Nirenberg inequalities,2004,Chang‐Shou Lin; Zhi-Qiang Wang,Proceedings of the American Mathematical Society,G,harvest,L1,1,1,,,,,extremal-function symmetry; different inequality,no,,,
,10.48550/arxiv.2609.07319,10.48550/arxiv.2609.07319,,https://openalex.org/W7212020822,Symmetry-resolved tree tensor network analysis of Bell-state discrimination with ancilla-assisted passive linear optics,2026,Anand Kumar; Wojciech Roga; Devendra Kumar Mishra; Masahiro Takeoka,arXiv (Cornell University),A,harvest,L1,1,1,,,,R9,tensor network method/application; no error theorem,no,,,
,10.1007/s00037-006-0212-7,10.1007/s00037-006-0212-7,,https://openalex.org/W2123056342,THE QUANTUM ADVERSARY METHOD AND CLASSICAL FORMULA SIZE LOWER BOUNDS,2006,Sophie Laplante; Troy Lee; Márió Szegedy,Computational Complexity,K,harvest,L1,1,1,,,,,quantum adversary/hybrid-type lower bounds,no,,,
,10.1515/rnam-2013-0009,10.1515/rnam-2013-0009,,https://openalex.org/W2077817396,TT-GMRES: solution to a linear system in the structured tensor format,2013,Sergey Dolgov,Russian Journal of Numerical Analysis and Mathematical Modelling,A,harvest,L1,1,1,,,,R9,tensor network method/application; no error theorem,no,,,
,10.1016/j.laa.2009.07.024,10.1016/j.laa.2009.07.024,,https://openalex.org/W2001518794,TT-cross approximation for multidimensional arrays,2009,Ivan Oseledets; Eugene E. Tyrtyshnikov,Linear Algebra and its Applications,A;B,harvest+snowball,L1,1,1,,,,,same broad field only,no,,,
,10.1109/tvcg.2019.2904063,10.1109/tvcg.2019.2904063,,https://openalex.org/W2808348679,TTHRESH: Tensor Compression for Multidimensional Visual Data,2019,Rafael Ballester‐Ripoll; Peter Lindström; Renato Pajarola,IEEE Transactions on Visualization and Computer Graphics,A,harvest,L1,1,1,,,,,same broad field only,no,,,
,10.48550/arxiv.1706.05341,10.48550/arxiv.1706.05341,,https://openalex.org/W2962801599,Taylor Expansions of the Value Function Associated with a Bilinear\n Optimal Control Problem,2017,Tobias Breiten; Karl Kunisch; Laurent Pfeiffer,arXiv (Cornell University),B,harvest,L1,1,1,,,,,broad numerical/operator analysis,no,,,
,10.1145/3278607,10.1145/3278607,,https://openalex.org/W2963472624,Tensor Completion Algorithms in Big Data Analytics,2019,Qingquan Song; Hancheng Ge; James Caverlee; Xia Hu,ACM Transactions on Knowledge Discovery from Data,A;B,harvest,L1,1,1,,,,,same broad field only,no,,,
,10.48550/arxiv.1711.10105,10.48550/arxiv.1711.10105,,https://openalex.org/W2770071122,Tensor Completion Algorithms in Big Data Analytics,2017,Qingquan Song; Hancheng Ge; James Caverlee; Xia Hu,arXiv (Cornell University),A,harvest,L1,1,1,,,,,same broad field only,no,,,
,10.1109/tcad.2016.2618879,10.1109/tcad.2016.2618879,,https://openalex.org/W2532981702,Tensor Computation: A New Framework for High-Dimensional Problems in EDA,2016,Zheng Zhang; Kim Batselier; Haotian Liu; Luca Daniel; Ngai Wong,IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,B,harvest,L1,1,1,,,,,same broad field only,no,,,
,10.1109/tsp.2017.2690524,10.1109/tsp.2017.2690524,,https://openalex.org/W2469230926,Tensor Decomposition for Signal Processing and Machine Learning,2017,Nicholas D. Sidiropoulos; Lieven De Lathauwer; Xiao Fu; Kejun Huang; Evangelos E. Papalexakis; Christos Faloutsos,IEEE Transactions on Signal Processing,A;B;F;H,harvest,L1,1,1,,,,R9,general tensor decomposition/network,no,,,
,10.1109/msp.2013.2297439,10.1109/msp.2013.2297439,,https://openalex.org/W2119412403,Tensor Decompositions for Signal Processing Applications: From two-way to multiway component analysis,2015,Andrzej Cichocki; Danilo P. Mandic; Lieven De Lathauwer; Guoxu Zhou; Qibin Zhao; César F. Caiafa,IEEE Signal Processing Magazine,A;C,harvest,L1,1,1,,,,R9,general tensor decomposition/network,no,,,
,10.1109/tsp.2015.2458785,10.1109/tsp.2015.2458785,,https://openalex.org/W1654951425,Tensor Deflation for CANDECOMP/PARAFAC— Part I: Alternating Subspace Update Algorithm,2015,Anh Huy Phan; Petr Tichavský; Andrzej Cichocki,IEEE Transactions on Signal Processing,D,harvest,L1,1,1,,,,R9,general tensor decomposition/network,no,,,
,10.1007/978-3-030-34489-4,10.1007/978-3-030-34489-4,,https://openalex.org/W2965088710,Tensor Network Contractions,2020,Shi-Ju Ran; Emanuele Tirrito; Peng Cheng; Xi Chen; Luca Tagliacozzo; Gang Su,Lecture notes in physics,F,harvest,L1,1,1,,,,R9,general tensor decomposition/network,no,,,
,10.48550/arxiv.1407.3124,10.48550/arxiv.1407.3124,,https://openalex.org/W1636040588,Tensor Networks for Big Data Analytics and Large-Scale Optimization Problems,2014,Andrzej Cichocki,arXiv (Cornell University),A;B,harvest,L1,1,1,,,,R9,general tensor decomposition/network,no,,,
,10.1561/2200000067,10.1561/2200000067,,https://openalex.org/W2617994470,Tensor Networks for Dimensionality Reduction and Large-Scale Optimizations Part 2 Applications and Future Perspectives,2017,Andrzej Cichocki; Anh-Huy Phan; Qibin Zhao; Namgil Lee; Ivan Oseledets; Masashi Sugiyama,Foundations and Trends® in Machine Learning,A,harvest+snowball,L1,1,1,,,,R9,general tensor decomposition/network,no,,,
,10.48550/arxiv.1707.08308,10.48550/arxiv.1707.08308,,https://openalex.org/W2738900641,Tensor Regression Networks,2017,"Jean Kossaifi; Zachary C. Lipton; Kolbeinsson, Arinbjorn; Aran Khanna; Tommaso Furlanello; Anima Anandkumar",arXiv (Cornell University),A,harvest,L1,1,1,,,,,Tensor contraction and regression layers in CNNs; background multilinear ML,no,,,
,10.48550/arxiv.1606.05535,10.48550/arxiv.1606.05535,,https://openalex.org/W2431890537,Tensor Ring Decomposition,2016,Qibin Zhao; Guoxu Zhou; Shengli Xie; Liqing Zhang; Andrzej Cichocki,arXiv (Cornell University),A;F;M,harvest+snowball,L1,1,1,,,,R9,general tensor decomposition/network,no,,,
