citation_key,key,doi,arxiv,openalex,title,year,authors,venue,families,origin,level_reached,threat_final,threat_L1,threat_L2,access,theorem_location,claims,verdict,cite_in_paper,bib_class,evidence_file,adjudication_note
,10.1088/0266-5611/20/1/006,10.1088/0266-5611/20/1/006,,https://openalex.org/W2100503136,A unified treatment of some iterative algorithms in signal processing and image reconstruction,2003,Charles L. Byrne,Inverse Problems,O4,snowball,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1038/ncomms5213,10.1038/ncomms5213,,https://openalex.org/W2161685427,A variational eigenvalue solver on a photonic quantum processor,2014,Alberto Peruzzo; Jarrod R. McClean; Peter Shadbolt; Man‐Hong Yung; Xiaoqi Zhou; Peter J. Love,Nature Communications,O3,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.48550/arxiv.2110.07505,10.48550/arxiv.2110.07505,,https://openalex.org/W3205933106,AHEAD: Adaptive Hierarchical Decomposition for Range Query under Local Differential Privacy,2021,Linkang Du; Zhikun Zhang; Shaojie Bai; Changchang Liu; Shouling Ji; Peng Cheng,arXiv (Cornell University),O6,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1070/rm1977v032n06abeh003859,10.1070/rm1977v032n06abeh003859,,https://openalex.org/W1966160012,AN EXPONENTIAL ESTIMATE OF THE TIME OF STABILITY OF NEARLY-INTEGRABLE HAMILTONIAN SYSTEMS,1977,N. N. Nekhoroshev,Russian Mathematical Surveys,O4,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1142/s0219530511001728,10.1142/s0219530511001728,,https://openalex.org/W3021293439,ANALYTIC REGULARITY AND POLYNOMIAL APPROXIMATION OF PARAMETRIC AND STOCHASTIC ELLIPTIC PDE'S,2011,Albert Cohen; Ronald DeVore; Christoph Schwab,Analysis and Applications,O1,snowball,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.48550/arxiv.2303.15876,10.48550/arxiv.2303.15876,,https://openalex.org/W4361231042,Accelerated Infeasibility Detection of Constrained Optimization and Fixed-Point Iterations,2023,Jisun Park; Ernest K. Ryu,arXiv (Cornell University),O4,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1137/120863927,10.1137/120863927,,https://openalex.org/W2059436145,Adaptive Anisotropic Spectral Stochastic Methods for Uncertain Scalar Conservation Laws,2012,Julie Tryoen; Olivier Le Maı̂tre; Alexandre Ern,SIAM Journal on Scientific Computing,O1,harvest,L1,0,0,,,,,[abs] unrelated to H1-H4,no,,,
,10.1109/lcomm.2017.2723890,10.1109/lcomm.2017.2723890,,https://openalex.org/W2730026819,Adaptive OFDM Integrated Radar and Communications Waveform Design Based on Information Theory,2017,Yongjun Liu; Guisheng Liao; Jingwei Xu; Zhiwei Yang; Yuhong Zhang,IEEE Communications Letters,O5,snowball,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1103/physrevlett.133.010603,10.1103/physrevlett.133.010603,,https://openalex.org/W4400231100,Adaptive Trotterization for Time-Dependent Hamiltonian Quantum Dynamics Using Piecewise Conservation Laws,2024,Hongzheng Zhao; Marin Bukov; Markus Heyl; Roderich Moessner,Physical Review Letters,O3,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.48550/arxiv.2307.10327,10.48550/arxiv.2307.10327,,https://openalex.org/W4385018253,Adaptive Trotterization for time-dependent Hamiltonian quantum dynamics using piecewise conservation laws,2023,Hongzheng Zhao; Marin Bukov; Markus Heyl; Roderich Moessner,arXiv (Cornell University),O3,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1016/j.sysarc.2024.103114,10.1016/j.sysarc.2024.103114,,https://openalex.org/W4392888180,Adaptive approximate computing in edge AI and IoT applications: A review,2024,Hans Jakob Damsgaard; Antoine Grenier; Dewant Katare; Zain Taufique; Salar Shakibhamedan; Tiago Troccoli,Journal of Systems Architecture,O2,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1016/j.cma.2013.11.015,10.1016/j.cma.2013.11.015,,https://openalex.org/W1991777578,Adaptive stochastic Galerkin FEM,2013,Martin Eigel; Claude Jeffrey Gittelson; Christoph Schwab; Elmar Zander,Computer Methods in Applied Mechanics and Engineering,O1,snowball,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1090/mcom/3885,10.1090/mcom/3885,,https://openalex.org/W4386119450,Adaptive symplectic model order reduction of parametric particle-based Vlasov–Poisson equation,2023,Jan S. Hesthaven; Cecilia Pagliantini; Nicolò Ripamonti,Mathematics of Computation,O1,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1103/physrevb.111.094310,10.1103/physrevb.111.094310,,https://openalex.org/W4408790150,Adaptive variational quantum dynamics simulations with compressed circuits and fewer measurements,2025,Feng Zhang; Cai‐Zhuang Wang; Thomas Iadecola; Peter P. Orth; Yongxin Yao,Physical review. B./Physical review. B,O6,snowball,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1103/prxquantum.3.020347,10.1103/prxquantum.3.020347,,https://openalex.org/W3135397694,Adiabatic Spectroscopy and a Variational Quantum Adiabatic Algorithm,2022,Benjamin F. Schiffer; Jordi Tura; J. I. Cirac,PRX Quantum,O3,snowball,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1111/2041-210x.70131,10.1111/2041-210x.70131,,https://openalex.org/W4413985217,Advancing causal inference in ecology: Pathways for biodiversity change detection and attribution,2025,Franziska Schrodt; Miriam Beck; Joaquim Estopinan; Diana E. Bowler; Colin Fontaine; Pierre Gaüzère,Methods in Ecology and Evolution,O5,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1051/0004-6361/201219196,10.1051/0004-6361/201219196,,https://openalex.org/W2019295585,Age and helium content of the open cluster NGC 6791 from multiple eclipsing binary members,2012,K. Brogaard; D. A. VandenBerg; H. Bruntt; F. Grundahl; S. Frandsen; L. R. Bedin,Astronomy and Astrophysics,O5,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1109/grc.2007.31,10.1109/GRC.2007.31,,,Agglomerative Hierarchical Clustering for Data with Tolerance,2007,Y. Endo; Hamasuna Yukihiro; Miyamoto Sadaaki,,O1,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1109/grc.2007.107,10.1109/GrC.2007.107,,,Agglomerative Hierarchical Clustering for Data with Tolerance,2007,Y. Endo; Hamasuna Yukihiro; Miyamoto Sadaaki,IEEE International Conference on Granular Computing,O1,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,algorithmesparalllespourlesdcompositionsdestenseurs,,,https://openalex.org/W2758691783,Algorithmes Parallèles pour les Décompositions des Tenseurs,2017,Oguz Kaya,HAL (Le Centre pour la Communication Scientifique Directe),O1,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1137/040604959,10.1137/040604959,,https://openalex.org/W2073469810,Algorithms for Numerical Analysis in High Dimensions,2005,Gregory Beylkin; Martin J. Mohlenkamp,SIAM Journal on Scientific Computing,O1,snowball,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1137/140953289,10.1137/140953289,,https://openalex.org/W1996869553,Alternating Minimal Energy Methods for Linear Systems in Higher Dimensions,2014,Sergey Dolgov; Dmitry Savostyanov,SIAM Journal on Scientific Computing,O1,harvest+snowball,L1,0,0,,,,,[title] unrelated to H1-H4 [seen_in_round1],no,,,
,10.1007/s10957-022-02098-9,10.1007/s10957-022-02098-9,,https://openalex.org/W4296186110,An Adaptive Alternating Direction Method of Multipliers,2022,Sedi Bartz; Rubén Campoy; Hung M. Phan,Journal of Optimization Theory and Applications,O4,snowball,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,anadaptivealternatingdirectionsmethodofmultipliers,,,https://openalex.org/W3136392522,An Adaptive Alternating Directions Method of Multipliers,2021,Sedi Bartz; Rubén Campoy; Hung M. Phan,arXiv (Cornell University),O4,snowball,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.48550/arxiv.2302.09149,10.48550/arxiv.2302.09149,,https://openalex.org/W4321472040,An Incremental Singular Value Decomposition Approach for Large-Scale Spatially Parallel & Distributed but Temporally Serial Data -- Applied to Technical Flows,2023,Niklas Kühl; Hendrik Fischer; Michael Hinze; Thomas Rung,arXiv (Cornell University),O2,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1109/comst.2016.2618870,10.1109/comst.2016.2618870,,https://openalex.org/W2537515126,An Overview on Resource Allocation Techniques for Multi-User MIMO Systems,2016,Eduardo Castañeda; Adão Silva; Atílio Gameiro; Marios Kountouris,IEEE Communications Surveys & Tutorials,O5,snowball,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1093/jom/ufac006,10.1093/jom/ufac006,,https://openalex.org/W4226265202,An accurate strategy for computing reaction forces and fluxes on trimmed locally refined meshes,2022,Davide D’Angella; Stefan Kollmannsberger; Alessandro Reali; E. Rank; Thomas J.R. Hughes,Journal of Mechanics,O1,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.4230/lipics.tqc.2024.2,10.4230/lipics.tqc.2024.2,,https://openalex.org/W1680325105,An area law and sub-exponential algorithm for 1D systems,2013,"Arad, Itai; Kitaev, Alexei; Landau, Zeph; Umesh Vazirani",arXiv (Cornell University),O1,snowball,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1093/nar/30.7.1575,10.1093/nar/30.7.1575,,https://openalex.org/W2124166542,An efficient algorithm for large-scale detection of protein families,2002,Anton J. Enright,Nucleic Acids Research,O5,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.21468/scipostphyslectnotes.86,10.21468/scipostphyslectnotes.86,,https://openalex.org/W4402408402,An introduction to infinite projected entangled-pair state methods for variational ground state simulations using automatic differentiation,2024,Jan Naumann; Erik Lennart Weerda; Matteo Rizzi; Jens Eisert; Philipp Schmoll,SciPost Physics Lecture Notes,O1;O3,harvest,L1,0,0,,,,,[title] unrelated to H1-H4 [seen_in_round1],no,,,
,10.1002/cpa.20042,10.1002/cpa.20042,,https://openalex.org/W2115706991,An iterative thresholding algorithm for linear inverse problems with a sparsity constraint,2004,Ingrid Daubechies; Michel Defrise; Christine De Mol,Communications on Pure and Applied Mathematics,O1,snowball,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.12942/lrr-2011-3,10.12942/lrr-2011-3,,https://openalex.org/W4210954748,Analogue Gravity,2011,Carlos Barceló; Stefano Liberati; Matt Visser,Living Reviews in Relativity,O5,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1007/bf02310791,10.1007/bf02310791,,https://openalex.org/W2000215628,Analysis of Individual Differences in Multidimensional Scaling Via an N-way Generalization of “Eckart-Young” Decomposition,1970,J. Douglas Carroll; Jih-Jie Chang,Psychometrika,O1,snowball,L1,0,0,,,,,[title] unrelated to H1-H4 [seen_in_round1],no,,,
,10.1137/100809799,10.1137/100809799,,https://openalex.org/W1963659668,Analysis of the DPG Method for the Poisson Equation,2011,Leszek Demkowicz; Jay Gopalakrishnan,SIAM Journal on Numerical Analysis,O4,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,analysisofthetailoredcoupledclustermethodinquantumchemistry,,,https://openalex.org/W3098790948,Analysis of the tailored coupled-cluster method in quantum chemistry,2019,"Faulstich, F.M.; Laestadius, A.; Örs Legeza; Schneider, R.; Kvaal, S.",Repository of the Academy's Library (Library of the Hungarian Academy of Sciences),O1,snowball,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1103/revmodphys.80.1355,10.1103/revmodphys.80.1355,,https://openalex.org/W3037850448,Anderson transitions,2008,Ferdinand Evers; A. D. Mirlin,Reviews of Modern Physics,O4,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1016/j.jmva.2018.03.008,10.1016/j.jmva.2018.03.008,,https://openalex.org/W2605944716,Angle-based joint and individual variation explained,2018,Qing Feng; Meilei Jiang; Jan Hannig; J. S. Marron,Journal of Multivariate Analysis,O6,harvest,L1,0,0,,,,,[title] unrelated to H1-H4 [seen_in_round1],no,,,
,10.1103/prxquantum.3.010344,10.1103/prxquantum.3.010344,,https://openalex.org/W3203141358,Any-To-Any Connected Cavity-Mediated Architecture for Quantum Computing with Trapped Ions or Rydberg Arrays,2022,Joshua Ramette; Josiah Sinclair; Zachary Vendeiro; Alyssa Rudelis; Marko Cetina; Vladan Vuletić,PRX Quantum,O3,snowball,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1016/j.ejor.2007.01.057,10.1016/j.ejor.2007.01.057,,https://openalex.org/W2053353266,Application of general semi-infinite programming to lapidary cutting problems,2007,Anton Winterfeld,European Journal of Operational Research,O5,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1109/access.2024.3382189,10.1109/access.2024.3382189,,https://openalex.org/W4393217324,Applications of Zeroing Neural Networks: A Survey,2024,Tinglei Wang; Zhen Zhang; Yun Huang; Bolin Liao; Shuai Li,IEEE Access,O2,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1002/9780470238004,10.1002/9780470238004,,https://openalex.org/W227277429,Applied Multiway Data Analysis,2007,Pieter M. Kroonenberg,Wiley series in probability and statistics,O1,snowball,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.2307/2005805,10.2307/2005805,,https://openalex.org/W2023413246,Applied and Computational Complex Analysis,1977,Henry C. Thacher; Peter Henrici,Mathematics of Computation,O5,snowball,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1109/tcomm.2006.887503,10.1109/tcomm.2006.887503,,https://openalex.org/W2142432203,Approximate Minimum BER Power Allocation for MIMO Spatial Multiplexing Systems,2007,Neng Wang; Steven D. Blostein,IEEE Transactions on Communications,O5,snowball,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1007/s00211-008-0143-0,10.1007/s00211-008-0143-0,,https://openalex.org/W2056404710,Approximate iterations for structured matrices,2008,Wolfgang Hackbusch; Boris N. Khoromskij; Е. Е. Тыртышников,Numerische Mathematik,O1,snowball,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1038/s41534-020-0257-5,10.1038/s41534-020-0257-5,,https://openalex.org/W2792286109,Approximate quantum Fourier transform with O(n log(n)) T gates,2020,Yunseong Nam; Yuan Su; Dmitri Maslov,npj Quantum Information,O3,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1016/j.jcss.2003.07.012,10.1016/j.jcss.2003.07.012,,https://openalex.org/W4230348051,Approximation algorithms for Max-3-Cut and other problems via complex semidefinite programming,2003,Michel X. Goemans; David P. Williamson,Journal of Computer and System Sciences,O5,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1007/bf02241722,10.1007/bf02241722,,https://openalex.org/W360731581,Arithmetiken für komplexe Kreise,1974,Manfred Hauenschild,Computing,O5,snowball,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1007/978-3-662-21637-8,10.1007/978-3-662-21637-8,,https://openalex.org/W2486180969,Aspiration Based Decision Support Systems,1989,Andrzej Lewandowski; Andrzej P. Wierzbicki,Lecture notes in economics and mathematical systems,O5,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1109/tcyb.2019.2908091,10.1109/tcyb.2019.2908091,,https://openalex.org/W2962833434,Asynchronous Distributed Algorithms for Seeking Generalized Nash Equilibria Under Full and Partial-Decision Information,2019,Peng Yi; Lacra Pavel,IEEE Transactions on Cybernetics,O4,snowball,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1109/tcns.2020.3018703,10.1109/tcns.2020.3018703,,https://openalex.org/W3081028519,Asynchronous Distributed Power Control of Multimicrogrid Systems,2020,Zhaojian Wang; Laijun Chen; Feng Liu; Peng Yi; Ming Cao; Sicheng Deng,IEEE Transactions on Control of Network Systems,O4,snowball,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1109/tac.2020.3011916,10.1109/tac.2020.3011916,,https://openalex.org/W3045769608,Asynchronous and Time-Varying Proximal Type Dynamics in Multiagent Network Games,2020,Carlo Cenedese; Giuseppe Belgioioso; Yu Kawano; Sergio Grammatico; Ming Cao,IEEE Transactions on Automatic Control,O4,snowball,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1016/j.automatica.2020.109269,10.1016/j.automatica.2020.109269,,https://openalex.org/W3088904003,Asynchronous distributed voltage control in active distribution networks,2020,Zhaojian Wang; Feng Liu; Yifan Su; Peng Yang; Boyu Qin,Automatica,O4,snowball,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1111/nph.16923,10.1111/nph.16923,,https://openalex.org/W3083985123,Automated and accurate segmentation of leaf venation networks via deep learning,2020,Hao Xu; Benjamin Blonder; Miguel Jodra; Yadvinder Malhi; Mark D. Fricker,New Phytologist,O2,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,autonomiccorenetworkmanagementsystem,,,https://openalex.org/W2600241963,Autonomic Core Network Management System,2009,Ali Tizghadam,Library and Archives Canada (Government of Canada),O2,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1016/s1570-579x(01)80009-4,10.1016/s1570-579x(01)80009-4,,https://openalex.org/W1520261777,Averaging Strings of Sequential Iterations for Convex Feasibility Problems,2001,Yair Censor; Tommy Elfving; Gábor T. Herman,Studies in computational mathematics,O4,snowball,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1109/tdsc.2004.2,10.1109/tdsc.2004.2,,https://openalex.org/W2145071552,Basic concepts and taxonomy of dependable and secure computing,2004,A. Avižienis; J.-C. Laprie; Brian Randell; Carl E. Landwehr,IEEE Transactions on Dependable and Secure Computing,O3,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.48550/arxiv.2211.16581,10.48550/arxiv.2211.16581,,https://openalex.org/W4310556608,Batching and Optimal Multi-stage Bipartite Allocations,2022,Yiding Feng; Rad Niazadeh,arXiv (Cornell University),O5,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.3386/w24096,10.3386/w24096,,https://openalex.org/W4232011058,Behavioral Inattention,2017,Xavier Gabaix,National Bureau of Economic Research,O5,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1109/tqe.2021.3090207,10.1109/tqe.2021.3090207,,https://openalex.org/W3129556960,"Benchmarking Quantum Coprocessors in an Application-Centric, Hardware-Agnostic, and Scalable Way",2021,Simon Martiel; Thomas Ayral; Cyril Allouche,IEEE Transactions on Quantum Engineering,O6,snowball,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1103/physrevb.102.245113,10.1103/physrevb.102.245113,,https://openalex.org/W3018811576,Berry phase in quantum field theory: Diabolical points and boundary phenomena,2020,Po-Shen Hsin; Anton Kapustin; Ryan Thorngren,Physical review. B./Physical review. B,O5,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1126/science.ado6285,10.1126/science.ado6285,,https://openalex.org/W4408363016,Beyond-classical computation in quantum simulation,2025,Andrew King; Alberto Nocera; Marek M. Rams; Jacek Dziarmaga; Roeland Wiersema; William Bernoudy,Science,O1;O3,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1007/978-1-4471-0495-7_21,10.1007/978-1-4471-0495-7_21,,https://openalex.org/W1537626162,Bipolar and Multipolar Coordinates,2000,Rida T. Farouki; Hwan Pyo Moon,,O5,snowball,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.12942/lrr-2008-6,10.12942/lrr-2008-6,,https://openalex.org/W2134122949,Black Holes in Higher Dimensions,2008,Roberto Emparan; Harvey S. Reall,Living Reviews in Relativity,O5,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,bookofcurves,,,https://openalex.org/W1969160923,Book of Curves,1961,E. H. Lockwood,Medical Entomology and Zoology,O5,snowball,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1007/s00006-019-0959-y,10.1007/s00006-019-0959-y,,https://openalex.org/W2941745874,Boolean Combination of Circular Arcs using Orthogonal Spheres,2019,Leo Dorst,Advances in Applied Clifford Algebras,O5,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1038/s41534-023-00703-x,10.1038/s41534-023-00703-x,,https://openalex.org/W3022917190,Boundaries of quantum supremacy via random circuit sampling,2023,Alexander Zlokapa; Benjamin Villalonga; Sergio Boixo; Daniel A. Lidar,npj Quantum Information,O3,snowball,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1103/revmodphys.71.983,10.1103/revmodphys.71.983,,https://openalex.org/W1989300694,Brane dynamics and gauge theory,1999,Amit Giveon; David Kutasov,Reviews of Modern Physics,O5,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1137/090748330,10.1137/090748330,,https://openalex.org/W1995406764,"Breaking the Curse of Dimensionality, Or How to Use SVD in Many Dimensions",2009,Ivan Oseledets; E. E. Tyrtyshnikov,SIAM Journal on Scientific Computing,O1,snowball,L1,0,0,,,,,[title] unrelated to H1-H4 [seen_in_round1],no,,,
,10.1103/prxquantum.3.010329,10.1103/prxquantum.3.010329,,https://openalex.org/W3111561052,Building a Fault-Tolerant Quantum Computer Using Concatenated Cat Codes,2022,Christopher Chamberland; Kyungjoo Noh; Patricio Arrangoiz-Arriola; Earl T. Campbell; Connor T. Hann; Joseph K. Iverson,PRX Quantum,O3,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1145/3567955.3567958,10.1145/3567955.3567958,,https://openalex.org/W4312060074,CAFQA: A Classical Simulation Bootstrap for Variational Quantum Algorithms,2022,Gokul Subramanian Ravi; Pranav Gokhale; Yi Ding; William Kirby; Kaitlin N. Smith; Jonathan M. Baker,,O3,snowball,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1002/jcc.21287,10.1002/jcc.21287,,https://openalex.org/W2132262459,CHARMM: The biomolecular simulation program,2009,Bernard R. Brooks; Charles L. Brooks; Alexander D. MacKerell; Lennart Nilsson; Robert J. Petrella; Benoı̂t Roux,Journal of Computational Chemistry,O4,harvest,L1,0,0,,,,,[title] unrelated to H1-H4 [seen_in_round1],no,,,
,10.1109/sp.2015.9,10.1109/sp.2015.9,,https://openalex.org/W1904738922,CHERI: A Hybrid Capability-System Architecture for Scalable Software Compartmentalization,2015,Robert N. M. Watson; Jonathan Woodruff; Peter G. Neumann; Simon W. Moore; Jonathan Anderson; David Chisnall,,O5,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.22331/q-2024-03-14-1287,10.22331/q-2024-03-14-1287,,https://openalex.org/W4392799106,Can Error Mitigation Improve Trainability of Noisy Variational Quantum Algorithms?,2024,Samson Wang; Piotr Czarnik; Andrew Arrasmith; M. Cerezo; Łukasz Cincio; Patrick J. Coles,Quantum,O2,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.48550/arxiv.2109.01051,10.48550/arxiv.2109.01051,,https://openalex.org/W3198794055,Can Error Mitigation Improve Trainability of Noisy Variational Quantum Algorithms?,2021,Samson Wang; Piotr Czarnik; Andrew Arrasmith; M. Cerezo; Łukasz Cincio; Patrick J. Coles,arXiv (Cornell University),O2,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,capacityofmultiantennagaussianchannels,,,https://openalex.org/W2330078975,Capacity of Multi-Antenna Gaussian Channels,1995,I.E. Telatar,,O5,snowball,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1002/ett.4460100604,10.1002/ett.4460100604,,https://openalex.org/W2130509920,Capacity of Multi‐antenna Gaussian Channels,1999,Emre Telatar,European Transactions on Telecommunications,O5,snowball,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1109/jproc.2019.2954005,10.1109/jproc.2019.2954005,,https://openalex.org/W2978630019,Challenges and Opportunities of Near-Term Quantum Computing Systems,2019,Antonio D. Corcoles; Abhinav Kandala; Ali Javadi-Abhari; Douglas T. McClure; Andrew W. Cross; Kristan Temme,Proceedings of the IEEE,O6,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1038/s43588-022-00311-3,10.1038/s43588-022-00311-3,,https://openalex.org/W4296126438,Challenges and opportunities in quantum machine learning,2022,M. Cerezo; Guillaume Verdon; Hsin-Yuan Huang; Łukasz Cincio; Patrick J. Coles,Nature Computational Science,O3,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1155/2014/598531,10.1155/2014/598531,,https://openalex.org/W2103417572,Characterization and Optimization of Mechanical Properties of ABS Parts Manufactured by the Fused Deposition Modelling Process,2014,Godfrey C. Onwubolu; Farzad Rayegani,International Journal of Manufacturing Engineering,O5,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1038/s41567-018-0124-x,10.1038/s41567-018-0124-x,,https://openalex.org/W2482126025,Characterizing quantum supremacy in near-term devices,2018,Sergio Boixo; Sergei V. Isakov; Vadim Smelyanskiy; Ryan Babbush; Nan Ding; Jiang Zhang,Nature Physics,O3,snowball,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1103/physrevlett.128.190501,10.1103/physrevlett.128.190501,,https://openalex.org/W3201909324,Classical Simulation of Boson Sampling Based on Graph Structure,2022,Changhun Oh; Youngrong Lim; Bill Fefferman; Liang Jiang,Physical Review Letters,O6,snowball,L1,0,0,,,,,[abs] unrelated to H1-H4,no,,,
,10.48550/arxiv.2005.06787,10.48550/arxiv.2005.06787,,https://openalex.org/W3025214758,Classical Simulation of Quantum Supremacy Circuits,2020,Cupjin Huang; Fang Zhang; Michael Newman; Junjie Cai; Xun Gao; Zhengxiong Tian,arXiv (Cornell University),O3,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.5802/crphys.229,10.5802/crphys.229,,https://openalex.org/W4408229118,Classical and quantum algorithms for many-body problems,2025,Thomas Ayral,Comptes Rendus Physique,O6,snowball,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1038/s41534-021-00440-z,10.1038/s41534-021-00440-z,,https://openalex.org/W3082481571,Classical variational simulation of the Quantum Approximate Optimization Algorithm,2021,Matija Medvidović; Giuseppe Carleo,npj Quantum Information,O3;O6,snowball,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1145/319806.319814,10.1145/319806.319814,,https://openalex.org/W2124221655,Client-server computing in mobile environments,1999,Jing Jin; Sumi Helal; Ahmed K. Elmagarmid,ACM Computing Surveys,O6,harvest,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.5555/1046920.1088718,10.5555/1046920.1088718,,https://openalex.org/W2145001205,Clustering on the Unit Hypersphere using von Mises-Fisher Distributions,2005,Arindam Banerjee; Inderjit S. Dhillon; Joydeep Ghosh; Suvrit Sra,MPG.PuRe (Max Planck Society),O6,harvest,L1,0,0,,,,,[title] unrelated to H1-H4 [seen_in_round1],no,,,
,10.1109/msp.2008.929297,10.1109/msp.2008.929297,,https://openalex.org/W2147183484,Cognitive MIMO radio,2008,Gesualdo Scutari; Daniel P. Palomar; Sergio Barbarossa,IEEE Signal Processing Magazine,O5,snowball,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
,10.1088/1361-6633/aaa98a,10.1088/1361-6633/aaa98a,,https://openalex.org/W2785290892,Coherent control of single electrons: a review of current progress,2018,Christopher Bäuerle; D Christian Glattli; Tristan Meunier; Fabien Portier; Patrice Roche; Preden Roulleau,Reports on Progress in Physics,O3,snowball,L1,0,0,,,,,[title] unrelated to H1-H4,no,,,
